"depth","depth_scaled"
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-56.3489379882812,-0.403183001248347
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-89.03662109375,-0.17091379320779
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
-79.3954162597656,-0.239421402147859
