year,est,lwr,upr,log_est,se,se_natural,type,pred_dens_sum,species
2002,37.83512839682548,36.3190594602437,39.4144827007771,7.945867006447758,0.020865350885582723,2804.1981532695827,weighted,74.63645141279282,Aphia minuta
2003,32.328864098655274,30.766238030394376,33.970856393843135,7.3431337485226225,0.02527726836591576,1532.0668430148892,weighted,47.807058310415705,Aphia minuta
2004,38.759593333019836,37.39637636235237,40.172503902102,8.0122882664593,0.018267929567317,2994.0089627099,weighted,77.85981541234835,Aphia minuta
2005,31.84293634475878,30.38156891040368,33.3745962246585,9.021310254664783,0.023969542437050684,8217.664699351188,weighted,259.9513962544488,Aphia minuta
2006,30.94922294117442,29.702618859841262,32.24814637330044,8.219624276948725,0.020976238956763628,3686.431584035597,weighted,119.97415985373772,Aphia minuta
2007,36.16759824388619,35.22837151553892,37.131865779097076,9.943463185082551,0.013424672680852096,20702.12800559519,weighted,575.5347123549196,Aphia minuta
2008,36.68208411303848,35.36796031861686,38.045035188748265,7.939818998138531,0.01861367365979405,2782.6499326636654,weighted,76.51834634470055,Aphia minuta
2009,33.26222909573081,31.974808059073876,34.60148634427568,7.70479455976132,0.020140241118603394,2199.626779633813,weighted,66.711147502205,Aphia minuta
2010,32.35588457603695,30.60926336377019,34.20217122692875,7.328971240596206,0.028313387808030825,1510.5702638399182,weighted,47.09540004945024,Aphia minuta
2012,34.492808106698405,33.126091644053446,35.91591256432128,8.260097191832774,0.02062772729208807,3835.078313113076,weighted,112.09495786926499,Aphia minuta
2013,31.55746185967247,30.52727269018783,32.62241632691871,8.86582188007384,0.016933780251988783,7027.138250609973,weighted,224.5305571681723,Aphia minuta
2014,33.76138294433483,32.27786098493562,35.31308901931238,8.737502872588575,0.022926980513519355,6188.0270652036315,weighted,184.59887719977857,Aphia minuta
2015,32.82609921225801,31.608605337184144,34.0904882704641,7.499668115965124,0.01928326369985529,1793.3227309632173,weighted,55.06114028113363,Aphia minuta
2016,32.62554986977503,31.32201466990674,33.9833345818539,7.793515850377999,0.020803711530608022,2404.7743883449048,weighted,74.32297554441975,Aphia minuta
2017,31.153753838838583,28.947516748963594,33.52813944863502,6.259064648424717,0.03747534338393472,518.6680508145986,weighted,16.779030159848695,Aphia minuta
2018,31.051465133571863,29.828720390447156,32.324332868473206,8.192250342357324,0.02049746473722404,3582.5189454990955,weighted,116.35016976365934,Aphia minuta
2019,34.528234595494474,32.22742159312747,36.99330958998404,6.392798131130848,0.03518416233043496,592.6095472926631,weighted,17.305437313877274,Aphia minuta
2020,30.471290880673457,28.632533837820677,32.428131341563635,6.572376758065157,0.031756369061942034,709.8694492077614,weighted,23.466920714454112,Aphia minuta
2021,30.38748757242345,28.764096426817378,32.10249984085316,7.249377357887133,0.028012235697576146,1395.2187947722475,weighted,46.309467749370064,Aphia minuta
2022,34.771759268068934,32.682167549312176,36.99495269927355,7.184875286703133,0.031620962556705504,1309.9427142160628,weighted,37.94241989636412,Aphia minuta
2023,32.8689393120784,31.06188532549928,34.78112034024542,7.160796856107459,0.028850837604726877,1278.1798823631586,weighted,39.184009322714004,Aphia minuta
2024,33.78662109406313,31.944069945026122,35.73545158517083,7.738253635067431,0.028611923269930107,2276.681783609855,weighted,67.91036925699953,Aphia minuta
1993,27.5096415010982,26.572672290331855,28.4796488381144,3.3145365432666276,0.017680535638452215,27.434279284914435,unweighted,NA,Clupea harengus
1994,26.955510050546785,26.179935611137626,27.75406070044016,3.294187731022763,0.01489539105919235,26.878317058440388,unweighted,NA,Clupea harengus
1995,26.639705591998087,25.883392281936118,27.41811839414929,3.2824027942596987,0.014694788317286116,26.55943810294651,unweighted,NA,Clupea harengus
1996,27.959817453449013,25.800630147805265,30.299701501542287,3.330768388497695,0.04100558641321931,27.883016770509602,unweighted,NA,Clupea harengus
1997,28.1535091650237,27.00900766744475,29.346508693114863,3.3376720063198553,0.02117466390607097,28.05838023417834,unweighted,NA,Clupea harengus
1998,28.889003792499004,27.838392883069336,29.9792643788209,3.3634610311040563,0.01890081884032031,28.78746666366294,unweighted,NA,Clupea harengus
1999,29.48200111470634,28.829977317650474,30.148771195716666,3.3837799454348114,0.011410526276632265,29.390164931260777,unweighted,NA,Clupea harengus
2000,28.31940046507415,27.54500226523368,29.115570039850137,3.343547098582863,0.014146170868098634,28.218270802208465,unweighted,NA,Clupea harengus
2001,33.30901110149806,32.34766720340655,34.29892528518657,3.505827964028425,0.014942140309820507,33.188109085726374,unweighted,NA,Clupea harengus
2002,29.225717846460718,28.504932722129936,29.964728981023523,3.3750490698096196,0.012741009395469662,29.13762773974045,unweighted,NA,Clupea harengus
2003,26.593413758554227,24.766473305217982,28.555121539434563,3.280663582067083,0.03631328275911428,26.50816048520324,unweighted,NA,Clupea harengus
2004,30.53633786500646,29.394240561022805,31.722810741444825,3.4189173798631973,0.019448634921328284,30.420643257985454,unweighted,NA,Clupea harengus
2005,27.400972469451908,26.38119131802229,28.460173887550866,3.3105785043500493,0.01935096689787108,27.300105167790022,unweighted,NA,Clupea harengus
2006,28.9003794844704,27.610512035764778,30.25050507084022,3.363854725982709,0.02329540505417583,28.791983114857818,unweighted,NA,Clupea harengus
2007,26.886846972651956,26.192899059434016,27.599180162931688,3.2916372069033475,0.01334150083533695,26.784052303272095,unweighted,NA,Clupea harengus
2008,27.345863292304138,26.28283463490226,28.451886928830408,3.308565266690021,0.020229563595767067,27.250383995892314,unweighted,NA,Clupea harengus
2009,27.67037347357865,26.91387826327338,28.448132249008832,3.320362291126562,0.014143227738314295,27.58717533087967,unweighted,NA,Clupea harengus
2012,23.354999089131358,22.726853366224457,24.000506082551514,3.150811054953058,0.013910389252352778,23.2759231918328,unweighted,NA,Clupea harengus
2013,30.45613568911714,29.160865771113766,31.80893902103398,3.4162874743210314,0.02217381421123919,30.33544177274106,unweighted,NA,Clupea harengus
2014,27.08136314673938,26.162481686123098,28.032517659614015,3.2988457845445045,0.01761226076079284,26.98125143306919,unweighted,NA,Clupea harengus
2015,24.551241115739998,23.77511083621024,25.352707900111007,3.2007624075753154,0.016389656915920123,24.450332902680664,unweighted,NA,Clupea harengus
2016,30.00231299413777,28.484055035996114,31.601497183623497,3.4012744784947104,0.026495395126647656,29.90248816155105,unweighted,NA,Clupea harengus
2017,25.392596620518162,24.687567747837093,26.117759745240217,3.2344576599052353,0.014366525739033758,25.291465185575284,unweighted,NA,Clupea harengus
2018,26.881852832505867,25.725610977492934,28.09006216959157,3.291451443060125,0.022431234261940845,26.791643423616367,unweighted,NA,Clupea harengus
2019,23.564951280349803,22.955950042064476,24.19010878781822,3.159760492915454,0.013359086761616908,23.4838916655275,unweighted,NA,Clupea harengus
2020,25.04163247733515,24.366322947937512,25.735658124116178,3.2205397388885655,0.013948096607828923,24.9621174593622,unweighted,NA,Clupea harengus
2021,25.9466237364214,24.547776382602358,27.425183968864907,3.2560414946510283,0.028276141804931588,25.871384957699387,unweighted,NA,Clupea harengus
2022,24.563622932520033,23.830845554158188,25.31893256577056,3.201266605938979,0.015452239396869861,24.478432086131345,unweighted,NA,Clupea harengus
2023,22.999656983514775,22.009487790352782,24.034372194304535,3.1354793020577114,0.022452289335874547,22.91827094708697,unweighted,NA,Clupea harengus
2024,24.781787043095843,24.03565296177462,25.551083219001914,3.210108989948431,0.015597593675585386,24.705476558657157,unweighted,NA,Clupea harengus
1993,26.617732768320842,25.652935758693765,27.618815420984724,10.394033904827017,0.01883688669678732,32593.817304438347,weighted,1227.158073563363,Clupea harengus
1994,26.694588898684607,25.99745605697585,27.41041565405647,9.985533236102505,0.013501366776850623,21660.673790684206,weighted,813.2774792484323,Clupea harengus
1995,25.337384174856375,24.70166522824625,25.989463904245465,10.561623071218534,0.012964667292748956,38553.503858388365,weighted,1524.3786002334407,Clupea harengus
1996,27.614617087515228,25.753271895339687,29.61049298858535,6.407630140252082,0.035604508433897064,604.7170220970615,weighted,21.961367853228964,Clupea harengus
1997,27.52642217260545,26.57354580610544,28.513466857344174,8.508345630868428,0.01797489524787155,4938.4527380002855,weighted,180.0436427453952,Clupea harengus
1998,27.392356746954082,26.530765376849384,28.281928451530664,8.1546050274254,0.01630591514539223,3468.3394736180408,weighted,127.01954900506993,Clupea harengus
1999,28.638453720285213,28.136061932721432,29.14981611321715,10.135294373408,0.00902988738586607,25160.26885657866,weighted,880.5476319801246,Clupea harengus
2000,27.949056182762767,27.349381197216132,28.561879915101734,9.033654253327118,0.011066288902108968,8355.84671727434,weighted,299.84654357107735,Clupea harengus
2001,32.61377287210871,31.969593269498212,33.27093253852301,8.844376610662898,0.010178472315902859,6914.45033433979,weighted,212.64878982737514,Clupea harengus
2002,28.977223371429947,28.4706652103315,29.492794359193336,9.817422588111373,0.008998050079511264,18310.765098684496,weighted,633.279876690779,Clupea harengus
2003,26.327548457086124,24.640170350987525,28.130479533492302,5.852492833506687,0.033795421296989,346.77272756871525,weighted,13.221932088996223,Clupea harengus
2004,29.3134325865145,28.458393964781695,30.19416102916832,7.662015223785539,0.015103696546193984,2117.5946631185075,weighted,72.52775837833514,Clupea harengus
2005,26.717442365229942,25.800923601543023,27.66651836047812,8.121668330388886,0.01780968155637252,3354.0608712452554,weighted,126.00879500797211,Clupea harengus
2006,28.310446825765872,27.17307963003113,29.4954201138371,7.0617716671659245,0.02092085309719429,1161.5982675667083,weighted,41.20422439042749,Clupea harengus
2007,26.345778224754635,25.768819499540797,26.93565494066675,8.514255311180996,0.0112975690544882,4967.2113466537185,weighted,189.2269840362773,Clupea harengus
2008,27.174378860121397,26.34829082310421,28.026366924183378,7.241659416659767,0.01575088495045843,1391.172022976244,weighted,51.386980409378744,Clupea harengus
2009,27.263951756571313,26.74155090408363,27.796557800659834,8.65259611752356,0.009871003706863129,5710.828528057242,weighted,209.98387380627673,Clupea harengus
2012,22.8864085625591,22.288233988896366,23.500637024598802,8.212118176722237,0.013512649523898827,3673.8329920208475,weighted,161.02746732114608,Clupea harengus
2013,30.595451192637267,29.381954152123402,31.859066583336794,6.509512783389699,0.020648676634887217,668.5528355298297,weighted,21.94768000312861,Clupea harengus
2014,26.095142658741555,25.294709595327042,26.920904856163013,7.929077159561038,0.015895151779383967,2767.5717982579895,weighted,106.41302316461122,Clupea harengus
2015,24.062231185013026,23.397429510053858,24.745922168596408,6.870451823081374,0.01429479028322298,959.4174273035703,weighted,40.037174404059286,Clupea harengus
2016,29.298274802524592,28.068438052954065,30.581997643930382,6.436247778773257,0.021879427404567834,621.9037060615866,weighted,21.300257140014708,Clupea harengus
2017,25.090228481399492,24.48400376277503,25.711463343505088,7.676084182063285,0.012479040600052083,2147.638854051664,weighted,85.93624767569777,Clupea harengus
2018,26.521034565225104,25.61100098928733,27.463404288808217,7.251151570841078,0.01781470999648702,1405.1887469019186,weighted,53.15506494421549,Clupea harengus
2019,22.59065310940708,22.160762909506193,23.028882624372397,7.890444312327385,0.009802707111851936,2663.8489885796616,weighted,118.26265856597377,Clupea harengus
2020,24.664811401911194,24.06587882157375,25.278649743158052,7.805446102883081,0.012542356755588548,2446.9205010793944,weighted,99.49113200470038,Clupea harengus
2021,25.753357751118916,24.587439791742653,26.974562665928918,6.481196695993809,0.023637822989620492,650.8294549541434,weighted,25.346272537462493,Clupea harengus
2022,24.375202181837484,23.67929755162767,25.09155856967618,7.901268920694483,0.014778417535510789,2691.518404500438,weighted,110.7973225384178,Clupea harengus
2023,22.90495379807788,21.990918179960648,23.856980604391538,6.457134128085627,0.020777755315967688,634.8094846971178,weighted,27.820715855768277,Clupea harengus
2024,24.8910409407909,24.179001760327395,25.62404872035292,8.362913106451607,0.014808117260503533,4272.618887111705,weighted,172.15671045432472,Clupea harengus
1993,21.996235199537086,20.822041247335914,23.236644150594934,3.0908713114206012,0.027989907392668514,21.94714402470807,unweighted,NA,Crystallogobius linearis
1994,23.48382631034758,22.474780306259706,24.538175263985636,3.1563119420899173,0.022407624402186396,23.431999902024568,unweighted,NA,Crystallogobius linearis
1995,26.586512996562163,25.206636460502303,28.04192754649992,3.2804040569999438,0.027192716788000917,26.52500209666984,unweighted,NA,Crystallogobius linearis
1996,25.477969483591167,23.997324078003683,27.049971359173444,3.2378141369316054,0.030547402922702884,25.417107426323746,unweighted,NA,Crystallogobius linearis
1997,25.60114887604457,24.21056832448321,27.071600095839067,3.2426372284490217,0.028494392464683348,25.540518478566042,unweighted,NA,Crystallogobius linearis
1998,25.52465313484859,24.566163411978593,26.52053992837388,3.239644774726214,0.019528292344258756,25.47027229456302,unweighted,NA,Crystallogobius linearis
1999,22.988748474338745,22.28697145316981,23.71262320351057,3.135004899465492,0.015817959792470998,22.943136489365923,unweighted,NA,Crystallogobius linearis
2000,25.124874385616454,24.157024551101994,26.131501069497773,3.2238583667892873,0.02004279548720809,25.070173823104884,unweighted,NA,Crystallogobius linearis
2001,24.07884849472039,23.294552863645716,24.88955028351456,3.1813337993105133,0.016895335326382693,24.028610348923845,unweighted,NA,Crystallogobius linearis
2002,23.823664879869714,22.8171293784277,24.874601835099377,3.170679409349675,0.022024826618349203,23.769984103892423,unweighted,NA,Crystallogobius linearis
2003,22.602076285246447,21.61659136057757,23.632488762115848,3.1180417730869596,0.02274563974404672,22.55162540837904,unweighted,NA,Crystallogobius linearis
2004,22.819467188249845,21.995270795966647,23.674547478228778,3.127613995706041,0.01876898226989068,22.770834521910277,unweighted,NA,Crystallogobius linearis
2005,22.284659223909628,21.49136771529642,23.10723278781007,3.1038985145566556,0.018493789654516826,22.237852644830223,unweighted,NA,Crystallogobius linearis
2006,23.639890139726113,22.765789108112177,24.547552609067505,3.1629355453073913,0.019223115425891647,23.58891721418882,unweighted,NA,Crystallogobius linearis
2007,21.826969111146376,21.203623083473097,22.468640321675725,3.083146320388778,0.01478305386083636,21.78288036552847,unweighted,NA,Crystallogobius linearis
2008,22.83646657354729,22.027717676163448,23.674908732331858,3.1283586693851166,0.01839682511569959,22.78746205243966,unweighted,NA,Crystallogobius linearis
2009,23.002082795940943,22.17238736235731,23.862825608467542,3.1355847681744295,0.018743745430628712,22.9528145269027,unweighted,NA,Crystallogobius linearis
2010,23.006252508515875,21.58228595901148,24.524170214906906,3.1357660271814662,0.032599141589840216,22.95049904615279,unweighted,NA,Crystallogobius linearis
2012,22.325579903927647,21.513177408814517,23.168661168686185,3.1057331019650762,0.018912312744751844,22.28044380177086,unweighted,NA,Crystallogobius linearis
2013,21.54567599602535,20.85233117970256,22.26207468724484,3.0701751465804743,0.016688774724254788,21.502297982548072,unweighted,NA,Crystallogobius linearis
2014,25.277784746500963,24.294581689946277,26.3007780848047,3.2299259367405,0.020241487747778602,25.225816189583764,unweighted,NA,Crystallogobius linearis
2015,20.58522679218686,19.785857496056455,21.416891442295395,3.02457367251298,0.020207645758630714,20.539663883929514,unweighted,NA,Crystallogobius linearis
2016,22.61317060992728,21.876021383944927,23.375159315256877,3.118532506884309,0.0169091800434056,22.566175801890576,unweighted,NA,Crystallogobius linearis
2017,19.605871849432695,18.994994944595728,20.23639448694564,2.9758291055248285,0.0161500850418177,19.56651061421492,unweighted,NA,Crystallogobius linearis
2018,21.714233629265745,21.064803185221447,22.38368609288188,3.0779679731358507,0.015492336186212222,21.671222437267982,unweighted,NA,Crystallogobius linearis
2019,21.294235156979745,20.63578264640408,21.973697760369063,3.0584363861760293,0.01602570038814836,21.250484174438068,unweighted,NA,Crystallogobius linearis
2020,18.696753314018604,17.976050009556097,19.446351356356626,2.928349889215721,0.020056272782868537,18.65636412244282,unweighted,NA,Crystallogobius linearis
2021,19.167162395756097,18.512666380198684,19.84479743545964,2.9531985229271296,0.017726527730100916,19.12691086422368,unweighted,NA,Crystallogobius linearis
2022,21.839239389659426,21.005999712054155,22.705530974807914,3.0837083237894527,0.019847418933970108,21.79212713564677,unweighted,NA,Crystallogobius linearis
2023,19.566481864926413,18.85526601102158,20.30452460053899,2.973817993398669,0.01889103821888024,19.524201297867094,unweighted,NA,Crystallogobius linearis
2024,21.008303183901123,20.139605144820727,21.91447148506836,3.044917749287087,0.021546042703990104,20.96106437866411,unweighted,NA,Crystallogobius linearis
1993,21.171523884327172,20.049048566505753,22.356842625113927,8.93473575496722,0.02779406489122605,7575.200128717722,weighted,358.553789493141,Crystallogobius linearis
1994,22.476619531693487,21.524991328622935,23.47031958617868,9.380506211910998,0.02207233902903825,11828.681504605613,weighted,527.4376054764653,Crystallogobius linearis
1995,26.239318648539324,24.815975027098922,27.744299484011556,9.688974934315373,0.02845531751072872,16098.807599624166,weighted,615.0576090765142,Crystallogobius linearis
1996,24.50494787905277,23.106657599593863,25.987855143776706,8.202639096568914,0.029977217996184653,3641.532611412436,weighted,148.97284561780933,Crystallogobius linearis
1997,24.70354161529196,23.345638536542264,26.140427360049767,8.692926214839908,0.028845651660508242,5945.914446674181,weighted,241.28519033379413,Crystallogobius linearis
1998,24.90644705946069,24.020826140310334,25.824719828628805,9.5485128927368,0.018472522138984468,13995.905922834634,weighted,563.0600058173338,Crystallogobius linearis
1999,22.407426551992216,21.760546845118963,23.07353616876355,10.036208666529738,0.014946138919756529,22796.49688144147,weighted,1019.2437605964386,Crystallogobius linearis
2000,24.068248279674837,23.186090388687195,24.983969506765575,9.184715954164242,0.019051843146456377,9726.40086112885,weighted,404.9738435123861,Crystallogobius linearis
2001,23.207148903991573,22.409609063125103,24.033072542004025,9.192366961852432,0.017842435364099605,9801.524454186478,weighted,423.22611549964364,Crystallogobius linearis
2002,23.339039800585194,22.36894469172828,24.351205938415383,8.646053798618073,0.02166054451300659,5674.801423849868,weighted,243.69716130731854,Crystallogobius linearis
2003,22.119989111372703,21.300479342172874,22.97102851194965,9.060694260032191,0.019261633330857553,8592.740491394405,weighted,389.24640526040884,Crystallogobius linearis
2004,22.14915422459962,21.41201742002469,22.911667931219764,8.996764649272334,0.017269187568579734,8060.898919204508,weighted,364.6599726104419,Crystallogobius linearis
2005,21.157149518829723,20.529306766532002,21.804193431989614,10.182645429697947,0.015369886239819348,26392.528200771016,weighted,1249.7109238263854,Crystallogobius linearis
2006,22.82458833176032,22.05367670353829,23.622448062401574,9.634450864828361,0.01753045404085732,15250.79256266305,weighted,669.5544387407315,Crystallogobius linearis
2007,21.317537964193914,20.716728148227247,21.93577198114345,9.918331987919418,0.014586296346721908,20260.702863268918,weighted,952.225498955917,Crystallogobius linearis
2008,22.06120731880697,21.229198958642765,22.92582349958333,9.14776184448167,0.019614236828173665,9372.675413675264,weighted,425.7878013570741,Crystallogobius linearis
2009,22.44491673423469,21.724722934566323,23.188985595999032,8.530915679692987,0.016639716313524122,5059.013179746684,weighted,225.84558583523338,Crystallogobius linearis
2010,22.20985419215756,20.837282972522964,23.672837955282294,7.18204120575021,0.03254765936390135,1312.2358072414108,weighted,59.23455866667641,Crystallogobius linearis
2012,21.500470960113248,20.69193527524258,22.340600110989524,8.64066399265203,0.019556898080775154,5645.5197079036025,weighted,263.1144615812032,Crystallogobius linearis
2013,20.72636939262022,20.082443007069024,21.390942727840955,8.900037687828995,0.01610275617233261,7318.757129591491,weighted,353.76431499569685,Crystallogobius linearis
2014,24.15066582158655,23.223783486977386,25.11454087371275,8.795055455351783,0.01996722716027583,6588.457602562278,weighted,273.34739773137926,Crystallogobius linearis
2015,19.525258819674157,18.83429191847329,20.241574975342438,7.712680189303767,0.018382840305352578,2231.7798752586987,weighted,114.54539849947082,Crystallogobius linearis
2016,21.920704350065577,21.216604825874512,22.648170296171653,8.491679484003166,0.016657179915314985,4863.981409908215,weighted,222.34892665786685,Crystallogobius linearis
2017,19.152679657385374,18.597706511675273,19.724213726468825,8.769760837701728,0.015002504467652607,6424.710747666768,weighted,336.0695733179376,Crystallogobius linearis
2018,21.460871025006966,20.873370662155953,22.064907130069294,9.06149259502669,0.0141620505904984,8601.26378920328,weighted,401.52157596788686,Crystallogobius linearis
2019,20.301524357607132,19.733759854165086,20.885624143010183,8.613771669879144,0.014472259562110103,5496.2275065838985,weighted,271.25943702983693,Crystallogobius linearis
2020,18.11582554634586,17.448703458262347,18.808453935311455,7.9931560713317635,0.0191434896920303,2954.3690948030417,weighted,163.42761580087344,Crystallogobius linearis
2021,18.71575901636455,18.051730410461406,19.404213756462703,8.63821109261865,0.01843112914209446,5631.328798752799,weighted,301.5226674227661,Crystallogobius linearis
2022,21.087565738605374,20.36225950338545,21.838707472816033,8.666936108995305,0.01785767619512829,5795.633393843787,weighted,275.40769957916865,Crystallogobius linearis
2023,19.286332096890014,18.505674071516236,20.09992201927149,8.569378377187144,0.021081648551512643,5255.97640865047,weighted,273.1392432429946,Crystallogobius linearis
2024,20.25833240827889,19.31660534784259,21.245970737304493,8.883720857871753,0.02428671115076157,7196.277875120398,weighted,356.07973197618753,Crystallogobius linearis
1993,12.051044667821664,10.780733258940797,13.471038944905827,2.489151350603954,0.05683306836508644,11.983382643296515,unweighted,NA,Pholis gunnellus
1994,11.514045829802445,10.330117844733117,12.833663019477019,2.4435676666002597,0.05536018844256056,11.451652085905561,unweighted,NA,Pholis gunnellus
1995,11.619883787394711,10.569360952080322,12.774821471678731,2.4527177502889614,0.04834701638955166,11.555431398500696,unweighted,NA,Pholis gunnellus
1996,11.811293498820666,10.504924316318629,13.280119867077,2.469056149937479,0.05980315002211427,11.741914615944873,unweighted,NA,Pholis gunnellus
1997,11.728046050508347,10.281385327261674,13.378261759933322,2.4619830716806135,0.06716861243880298,11.658411488427774,unweighted,NA,Pholis gunnellus
1998,14.08808421049588,13.139942768242767,15.104640881823695,2.6453293486388367,0.03554794459413905,14.022071339565478,unweighted,NA,Pholis gunnellus
1999,13.17215644315489,11.776176028214719,14.733620230135994,2.5781052413912713,0.05715754593043533,13.096204169523626,unweighted,NA,Pholis gunnellus
2001,15.160021340550463,14.164148901905582,16.225912946666757,2.7186617879012602,0.034667851828510836,15.086544984963812,unweighted,NA,Pholis gunnellus
2002,11.396605836714075,10.317825927354194,12.588177539716565,2.433315577447423,0.05073690451744834,11.332293634073356,unweighted,NA,Pholis gunnellus
2003,11.118974562484333,10.231219265628084,12.083759727104631,2.408653068966389,0.04245451011361131,11.0610295549787,unweighted,NA,Pholis gunnellus
2004,13.488497979392163,12.765040376306937,14.252957482043124,2.601837320758287,0.028126591843900876,13.425968809761443,unweighted,NA,Pholis gunnellus
