year,est_x,lwr_x,upr_x,se_x,est_y,lwr_y,upr_y,se_y,type,species
2014,608.8627245887305,593.9409888764942,623.7844603009669,7.613270361056176,6366.085288875724,6346.670374278302,6385.500203473145,9.90575069264741,cog,Ammodytidae
2015,604.6673985866973,585.4761973029159,623.8585998704788,9.791609149534981,6366.188437835513,6341.67719421988,6390.699681451145,12.505966338654043,cog,Ammodytidae
2016,601.2350233104928,582.5793952047612,619.8906514162244,9.518352506926037,6371.847778817977,6349.770465991725,6393.925091644229,11.264142096688914,cog,Ammodytidae
2017,633.1461736085818,621.8268599291057,644.4654872880578,5.775266162420014,6330.556195906165,6315.971607061739,6345.140784750592,7.441253492139409,cog,Ammodytidae
2018,621.5476768281181,606.3205566060981,636.7747970501382,7.769081647484163,6352.436075712724,6330.902632243004,6373.969519182445,10.986652632177817,cog,Ammodytidae
2019,605.3338975355568,588.6940859080863,621.9737091630274,8.489855813026766,6375.807966186814,6353.663570856832,6397.952361516796,11.298368492816378,cog,Ammodytidae
2020,608.101539458324,588.9869437449848,627.2161351716633,9.752523956619978,6355.2915144423505,6332.384357376877,6378.198671507824,11.687539794691,cog,Ammodytidae
2021,606.6264163062651,584.6003869015311,628.6524457109991,11.237976604913408,6348.41344597848,6324.581309221835,6372.245582735125,12.15947688050908,cog,Ammodytidae
2022,596.6468410018716,576.7818950825938,616.5117869211495,10.135362729096022,6379.542396388803,6354.707198097509,6404.377594680098,12.671252373610649,cog,Ammodytidae
2023,602.9619087570936,585.3581089331025,620.5657085810848,8.981695563208122,6376.90358163024,6355.3429694416745,6398.464193818806,11.000514478139925,cog,Ammodytidae
2024,600.7262288268829,580.29171582054,621.1607418332258,10.425963521537989,6372.146612642648,6348.105354709666,6396.187870575629,12.266173318803538,cog,Ammodytidae
1993,644.5761235940405,633.6804568299619,655.471790358119,5.559115805199589,6331.155778531864,6311.342365221118,6350.96919184261,10.109070098752861,cog,Chirolophis ascanii
1994,647.8856129242091,637.7076684455847,658.0635574028336,5.192924236826151,6320.352624850792,6301.111730092966,6339.593519608618,9.816963428713668,cog,Chirolophis ascanii
1995,646.109488041244,636.1305990101253,656.0883770723628,5.091363468834612,6333.081222617828,6315.438896117558,6350.723549118097,9.001352391896093,cog,Chirolophis ascanii
1996,641.347018652998,629.169263769878,653.5247735361181,6.2132544164978025,6329.803080950329,6307.403450709202,6352.202711191456,11.428592779159423,cog,Chirolophis ascanii
1997,652.1372719247902,640.572101179126,663.7024426704544,5.900705746069213,6321.375749980789,6302.161047357168,6340.59045260441,9.803599849376885,cog,Chirolophis ascanii
1998,653.7760651462705,643.5071028873864,664.0450274051547,5.2393627331340875,6323.221307439462,6308.668804208587,6337.773810670337,7.424882980332177,cog,Chirolophis ascanii
1999,645.8271595284258,636.7867963199185,654.8675227369331,4.612514964466981,6314.677510353582,6295.373233627773,6333.981787079391,9.849301761705163,cog,Chirolophis ascanii
2000,647.8701508682251,636.0189525029054,659.7213492335447,6.046640886669568,6323.590001853578,6300.7174349594725,6346.462568747683,11.669891423781714,cog,Chirolophis ascanii
2001,647.7020175026548,637.7143259543421,657.6897090509675,5.0958546315617435,6328.174568435284,6310.974889671483,6345.3742471990845,8.77550756007251,cog,Chirolophis ascanii
2002,650.1170750517228,639.5195131349765,660.7146369684692,5.4070187005162476,6324.21677562672,6304.825654112822,6343.607897140618,9.893611141251828,cog,Chirolophis ascanii
2003,653.4660441918962,643.0679403766811,663.8641480071113,5.305252493022353,6316.727055179509,6299.930388022696,6333.523722336322,8.569885614890499,cog,Chirolophis ascanii
2004,643.9713868421996,633.4605608162344,654.4822128681649,5.362764881841354,6334.810407689402,6314.09753007631,6355.5232853024945,10.567988889833174,cog,Chirolophis ascanii
2005,654.2078745050705,641.1017698343067,667.3139791758344,6.686910970886788,6308.922732121017,6286.273680719869,6331.571783522166,11.555850811444103,cog,Chirolophis ascanii
2006,643.5949025850305,632.2750441437651,654.9147610262959,5.775544107215737,6325.642978723834,6304.662830454547,6346.623126993121,10.704353975264917,cog,Chirolophis ascanii
2007,652.3910805404354,640.664990066595,664.1171710142758,5.9828091568693305,6302.531251031128,6278.222339219014,6326.840162843241,12.402733929734923,cog,Chirolophis ascanii
2008,651.6321991752504,639.4752981389482,663.7891002115526,6.2026145032226765,6314.788653654837,6293.221903399192,6336.355403910481,11.003646202562955,cog,Chirolophis ascanii
2009,653.5751564000326,643.9085268990956,663.2417859009696,4.9320444544829085,6321.599160565513,6306.894512615196,6336.30380851583,7.502509263591231,cog,Chirolophis ascanii
2010,644.2106859281581,633.9453830103696,654.4759888459466,5.237495688063602,6332.840625716407,6311.717351593075,6353.963899839739,10.777378712031911,cog,Chirolophis ascanii
2012,650.2545205501228,640.3284319033014,660.1806091969443,5.064424002235309,6316.912743436609,6299.312330367718,6334.513156505501,8.979967595180891,cog,Chirolophis ascanii
2013,645.1210117828608,635.1403483848435,655.1016751808781,5.092268774703779,6321.535077583801,6302.429288016042,6340.640867151559,9.74803094264098,cog,Chirolophis ascanii
2014,645.9198457171725,634.7385247007776,657.1011667335674,5.704860448759123,6326.17142904332,6305.654568134534,6346.688289952106,10.467978529514049,cog,Chirolophis ascanii
2015,646.5056153244192,636.2038881215343,656.8073425273041,5.256079848478656,6310.29216927453,6289.387606022893,6331.196732526168,10.665789482118113,cog,Chirolophis ascanii
2016,646.2101414399556,634.4296729661215,657.9906099137896,6.010553544226752,6320.406834397432,6299.2915143491655,6341.522154445699,10.773320435896432,cog,Chirolophis ascanii
2017,648.9156188349551,639.432094343369,658.3991433265412,4.838621814681766,6315.207078768766,6296.4122851037855,6334.001872433747,9.589356647995483,cog,Chirolophis ascanii
2018,649.517181364098,639.0432424905657,659.9911202376302,5.34394456028237,6314.374375574044,6295.61849649942,6333.130254648669,9.569501900324894,cog,Chirolophis ascanii
2019,646.5071282978789,636.790398831205,656.2238577645528,4.957606131193307,6325.384534189604,6306.916723838944,6343.852344540264,9.422525360839392,cog,Chirolophis ascanii
2020,650.823133324122,639.6125649171058,662.0337017311381,5.719782861034019,6321.28532594407,6302.02135279558,6340.5492990925595,9.828738334194412,cog,Chirolophis ascanii
2021,645.7869894865997,635.1314099914024,656.4425689817971,5.436620049780123,6328.065002106748,6308.047556214593,6348.082447998902,10.21317026743843,cog,Chirolophis ascanii
2022,651.6783709354874,640.4749491891188,662.8817926818559,5.716136538599564,6314.963388441803,6296.860172431271,6333.066604452334,9.236504422186956,cog,Chirolophis ascanii
2023,649.3925998281862,638.4567113605234,660.3284882958491,5.579637459628716,6320.100921432672,6300.843168570444,6339.358674294901,9.825564660438488,cog,Chirolophis ascanii
2024,649.1149940105655,637.7216906502703,660.5082973708608,5.813016693247514,6314.458548406554,6292.698653196293,6336.2184436168145,11.10219135754516,cog,Chirolophis ascanii
1993,580.3219068197408,561.0270859117044,599.6167277277772,9.844477276231316,6403.429734512074,6388.538519937762,6418.320949086386,7.597698065766453,cog,Microstomus kitt
1994,580.7822388069045,564.2629723942304,597.3015052195786,8.428352022269785,6414.74114441412,6398.751309907212,6430.730978921028,8.158228739422375,cog,Microstomus kitt
1995,580.2941698562238,566.3059490514623,594.2823906609852,7.136978493022695,6410.4361072228585,6398.385719495108,6422.486494950609,6.148269979858164,cog,Microstomus kitt
1996,574.6155892039285,552.6806501822335,596.5505282256235,11.19150106569047,6404.9404683900775,6387.932860986842,6421.948075793313,8.677510167222353,cog,Microstomus kitt
1997,581.8456684627482,561.4223175176969,602.2690194077995,10.42026848766004,6399.122460253903,6381.679715914299,6416.565204593508,8.899522887762696,cog,Microstomus kitt
1998,579.3305121458264,561.011725423849,597.64929886780385,9.346491500085564,6405.324276833872,6388.357762183209,6422.2907914845355,8.656544091877556,cog,Microstomus kitt
1999,582.2235093822203,566.8391148492985,597.6079039151421,7.849325117334755,6410.531429640603,6396.861110572578,6424.201748708629,6.974780748960352,cog,Microstomus kitt
2000,579.6094289606636,559.051503570445,600.1673543508823,10.488930180542566,6402.211665950385,6386.301336995291,6418.121994905479,8.117663936986695,cog,Microstomus kitt
2001,574.8092026938542,557.0066502219936,592.6117551657148,9.083101838750578,6406.137219884383,6392.202118131715,6420.072321637051,7.10987643782525,cog,Microstomus kitt
2002,581.2570724973477,563.339532781225,599.1746122134705,9.141769878147775,6408.629942667702,6391.928670263767,6425.331215071637,8.521213928251827,cog,Microstomus kitt
2003,575.6821656731382,558.827256282206,592.53707506407045,8.599601586499347,6412.438937063538,6396.329317839762,6428.548556287315,8.219344513903081,cog,Microstomus kitt
2004,582.4966192676065,562.4647889195312,602.5284496156819,10.220509410419709,6404.042469642328,6387.493317795475,6420.59162148918,8.443599972953455,cog,Microstomus kitt
2005,576.738973692297,556.7642629079239,596.7136844766701,10.191366240365163,6406.730724722423,6389.469133193472,6423.992316251373,8.807096286007445,cog,Microstomus kitt
2006,582.2777780751229,563.6672579903906,600.8882981598553,9.495337787597004,6411.068632941792,6394.524518058044,6427.61274782554,8.44103004659591,cog,Microstomus kitt
2008,584.5230078283823,567.4144193657071,601.6315962910576,8.729032062642771,6408.228113273,6394.307712370615,6422.148514175386,7.102375866183162,cog,Microstomus kitt
2009,578.2489235921631,560.7461006335693,595.7517465507569,8.930175807644364,6412.646077301689,6396.238160624427,6429.0539939789505,8.371539888837233,cog,Microstomus kitt
2010,578.6881516736768,557.9677126415978,599.4085907057557,10.571846827553523,6404.238921882222,6386.794576641143,6421.6832671233005,8.900339689238029,cog,Microstomus kitt
2012,578.4488442328545,559.6594220466958,597.2382664190133,9.586616047216811,6398.6302282154975,6381.455998562784,6415.804457868211,8.762523081128776,cog,Microstomus kitt
2013,574.1853878233145,553.4613789599989,594.9093966866301,10.573668203489428,6404.601839243191,6388.5534963145055,6420.650182171876,8.1880805235567,cog,Microstomus kitt
2014,576.1154688165573,559.0313750070088,593.1995626261057,8.71653456099479,6408.805465123892,6393.797239176399,6423.813691071385,7.657398842976507,cog,Microstomus kitt
2015,576.4603645185335,559.2969367265125,593.6237923105546,8.757011826443708,6408.96366281771,6393.938650215408,6423.988675420012,7.665963620157027,cog,Microstomus kitt
2016,580.3336070375644,560.228989210378,600.4382248647509,10.257646561757822,6399.7917369966435,6382.822649608948,6416.760824384339,8.657856736932581,cog,Microstomus kitt
2017,589.1370264894499,571.1778178966312,607.0962350822687,9.163029899773012,6395.799136544918,6380.457224951633,6411.141048138203,7.827649749842073,cog,Microstomus kitt
2018,576.8984582746249,556.6839404907665,597.1129760584832,10.313718998567246,6405.021899727532,6391.028401070104,6419.0153983849605,7.139671324476712,cog,Microstomus kitt
2019,571.715611757706,555.6076015227459,587.8236219926662,8.218523586156739,6405.4218988057655,6394.079048641091,6416.76474897044,5.787274793897358,cog,Microstomus kitt
2020,582.8767048805219,563.0344531923497,602.718956568694,10.123783826991358,6407.544195414921,6390.570706922194,6424.517683907648,8.660102239944987,cog,Microstomus kitt
2021,567.7908549682768,550.4493223606752,585.1323875758784,8.847883300096049,6407.648258859902,6393.880070446825,6421.416447272979,7.0247150058260095,cog,Microstomus kitt
2022,579.4924246112399,560.6346993722428,598.350149850237,9.621465183924009,6404.916719361904,6389.039333639632,6420.794105084176,8.10085585628682,cog,Microstomus kitt
2023,571.0074317018236,550.5599931392111,591.4548702644362,10.432558314285053,6400.978276208344,6385.738240424061,6416.218311992628,7.775671341154717,cog,Microstomus kitt
2024,579.2710829867245,558.8631019320394,599.6790640414097,10.412426562763752,6406.052409695399,6389.386119962793,6422.718699428005,8.503365298580526,cog,Microstomus kitt
1993,589.8126972544665,569.5053477272177,610.1200467817152,10.361083003274866,6402.825127254086,6384.978094119098,6420.672160389073,9.105796471650743,cog,Syngnathus rostellatus
1994,585.0863258160086,567.3217617383176,602.8508898936997,9.063719648838259,6405.283453709279,6389.255751136979,6421.311156281578,8.1775495359734,cog,Syngnathus rostellatus
1995,588.7211397753995,567.418248520283,610.024031030516,10.86902178976294,6396.24165296933,6375.944172891286,6416.539133047374,10.356047477477908,cog,Syngnathus rostellatus
1996,587.7510392429703,566.4957758479958,609.0063026379447,10.844721414593952,6402.287361523406,6382.24268173703,6422.332041309782,10.227065366754553,cog,Syngnathus rostellatus
1997,585.5116627279231,564.7473901325135,606.2759353233326,10.594211301429766,6403.194256752738,6384.6969804637,6421.691533041775,9.43755927912045,cog,Syngnathus rostellatus
1998,592.6957643812132,575.6157481416084,609.775780620818,8.714454129937979,6406.223357238185,6389.560715748861,6422.885998727508,8.501503915763777,cog,Syngnathus rostellatus
1999,573.9143769423312,555.979867334735,591.8488865499273,9.150428145140067,6399.507924121804,6384.580770048624,6414.435078194983,7.616034881724064,cog,Syngnathus rostellatus
2000,593.2445503442459,574.665911037022,611.8231896514698,9.47907178589492,6399.978408495649,6383.808795632038,6416.14802135926,8.249954076276602,cog,Syngnathus rostellatus
2001,591.4198138273689,574.8385077668765,608.0011198878613,8.4600054854495,6405.617241647461,6388.976964838447,6422.257518456475,8.490093154910104,cog,Syngnathus rostellatus
2002,589.5897681380205,571.5892373651643,607.5902989108768,9.184113032097585,6408.925304594362,6392.903853278255,6424.94675591047,8.174360060941272,cog,Syngnathus rostellatus
2003,585.6339773489625,572.9380540926792,598.3299006052458,6.477630893438434,6420.579571966971,6409.592250757986,6431.5668931759565,5.6058791363778475,cog,Syngnathus rostellatus
2004,584.7366259350895,572.5219410930996,596.9513107770794,6.232096578476828,6406.3916162744845,6396.867369766688,6415.915862782281,4.859398735345291,cog,Syngnathus rostellatus
2005,579.2039972150706,560.5341462976405,597.8738481325006,9.525609176849928,6406.820763787446,6391.313934460978,6422.327593113913,7.911792996597486,cog,Syngnathus rostellatus
2006,581.7223954433496,563.8229397559398,599.6218511307593,9.132543163342953,6405.105270327307,6386.851332904715,6423.3592077499,9.313404514867223,cog,Syngnathus rostellatus
2007,576.5350493587466,559.2391575844157,593.8309411330775,8.824596732776074,6406.935088031077,6390.262322741144,6423.607853321009,8.50666921506997,cog,Syngnathus rostellatus
2008,582.6835047818483,567.4502280883316,597.916781475365,7.772222762088899,6406.961882789606,6394.511486940468,6419.412278638743,6.352359506269021,cog,Syngnathus rostellatus
2009,585.5474475228268,567.1772923718935,603.9176026737601,9.372700363799913,6397.873528418634,6383.044467560063,6412.702589277205,7.565986403597814,cog,Syngnathus rostellatus
2010,582.1039180131323,561.757104254196,602.4507317720687,10.381218185349047,6399.710918957895,6382.197735245291,6417.224102670499,8.935462003764114,cog,Syngnathus rostellatus
2012,587.0379334099988,572.033265856776,602.0426009632216,7.65558330233502,6419.537090733788,6400.2843598354475,6438.789821632129,9.82300238688275,cog,Syngnathus rostellatus
2013,586.0612902636723,572.5556344053539,599.5669461219907,6.890767363507348,6423.28853995594,6406.864696076202,6439.712383835678,8.379666161872292,cog,Syngnathus rostellatus
2014,579.7185073537331,565.5828043393315,593.8542103681348,7.212225901038102,6412.38261587582,6398.686567768864,6426.078663982777,6.987908050856408,cog,Syngnathus rostellatus
2015,583.6897774345824,569.1526957056379,598.2268591635269,7.417014722520985,6401.6271330689215,6388.342504134749,6414.911762003094,6.777996452465505,cog,Syngnathus rostellatus
2016,575.6749480095328,560.0962742263806,591.2536217926851,7.948449005203585,6400.44327462131,6389.136622749142,6411.749926493478,5.7688059379425525,cog,Syngnathus rostellatus
2017,591.3839282169577,570.3196495596713,612.448206874244,10.747278431358243,6399.309553971151,6380.9175406225795,6417.701567319723,9.38385271037913,cog,Syngnathus rostellatus
2018,584.2114596903687,569.7033910555482,598.7195283251891,7.402211851471882,6406.651822540466,6392.862559446312,6420.44108563462,7.035467591712057,cog,Syngnathus rostellatus
2019,587.3466907149382,570.4674181155045,604.2259633143718,8.612032023330633,6405.662488424414,6390.134639848332,6421.190337000496,7.9225173006051275,cog,Syngnathus rostellatus
2020,585.8217186066497,566.5070844657813,605.1363527475181,9.854586254247417,6400.796886226651,6384.1695511262515,6417.42422132705,8.48349012101922,cog,Syngnathus rostellatus
2021,588.0476593648473,569.1789627019916,606.9163560277029,9.62706295201827,6406.464658393524,6389.319373611791,6423.609943175256,8.747755018445691,cog,Syngnathus rostellatus
2022,593.4739320398658,574.6889677741303,612.2588963056012,9.584341556226967,6402.266562795445,6384.622540132598,6419.910585458291,9.002217796867633,cog,Syngnathus rostellatus
2023,591.9323261972281,572.3548497898134,611.5098026046428,9.988691915687909,6405.347859356724,6387.919527466757,6422.776191246691,8.892169462010253,cog,Syngnathus rostellatus
2024,586.6224575548343,568.4214533828952,604.8234617267735,9.286397258065115,6403.752108541301,6388.726337507642,6418.77787957496,7.666350582041435,cog,Syngnathus rostellatus
1994,658.5703501106476,637.0934348704237,680.0472653508715,10.957811168792423,6294.88164628646,6272.615563916453,6317.147728656467,11.36045485817031,cog,Myoxocephalus scorpius
1995,639.3122782060474,618.5049770236712,660.1195793884235,10.616165065532599,6312.755008416604,6276.001332974691,6349.5086838585175,18.752219801905166,cog,Myoxocephalus scorpius
1996,647.8047213114061,625.2967332580924,670.3127093647197,11.483878393099946,6306.021461461389,6275.497667075716,6336.5452558470615,15.573650651971583,cog,Myoxocephalus scorpius
1998,640.7091958381284,621.8695353837743,659.5488562924825,9.612248287702693,6319.948812907743,6287.296403374074,6352.601222441412,16.659698745092722,cog,Myoxocephalus scorpius
1999,646.3151833869017,631.0725838492901,661.5577829245133,7.776979402602926,6288.094192165922,6265.120573252564,6311.0678110792805,11.721449523854304,cog,Myoxocephalus scorpius
2001,646.8687457059735,623.2688258230531,670.4686655888939,12.040996706609723,6306.317406310693,6273.665818825382,6338.968993796003,16.659279324957954,cog,Myoxocephalus scorpius
2003,643.607379815123,627.3326523851334,659.8821072451125,8.303584942561468,6309.609896118548,6288.9112137367565,6330.3085785003395,10.56074629179941,cog,Myoxocephalus scorpius
2004,624.8539831951191,597.4966967885514,652.2112696016868,13.958055669572765,6335.011112616579,6299.839899612922,6370.182325620237,17.944826170829298,cog,Myoxocephalus scorpius
2005,643.8848675292904,630.6366823106803,657.1330527479006,6.759402378365207,6286.628165896474,6262.99314201732,6310.263189775627,12.058907237879575,cog,Myoxocephalus scorpius
2006,647.4306159739936,631.9068814243263,662.9543505236608,7.920418268966387,6315.928009082881,6294.319713573229,6337.536304592532,11.024843150229053,cog,Myoxocephalus scorpius
2007,655.4046094731364,637.7902756907453,673.0189432555275,8.987070130538491,6300.8532091208135,6279.3714486940835,6322.334969547544,10.960283248149324,cog,Myoxocephalus scorpius
2008,646.0830826773858,625.4848345892194,666.6813307655523,10.50950336365501,6307.512640067498,6280.194927646326,6334.8303524886705,13.937864489679928,cog,Myoxocephalus scorpius
2009,650.3393627938768,635.1001041507867,665.578621436967,7.775274833259932,6300.357662777662,6280.655862981629,6320.059462573695,10.0521233815713,cog,Myoxocephalus scorpius
2010,629.8569663614412,605.9648172928097,653.7491154300727,12.190095969665643,6326.532872228859,6293.778255360421,6359.287489097296,16.711846302688258,cog,Myoxocephalus scorpius
2012,650.3070262928035,629.2405929241618,671.3734596614452,10.748377794087595,6305.37300105999,6278.301737614252,6332.444264505729,13.812122905968122,cog,Myoxocephalus scorpius
2013,650.8601260551894,636.2952856714718,665.4249664389071,7.431177561732387,6283.90803239346,6262.3824935545445,6305.433571232376,10.982619583169093,cog,Myoxocephalus scorpius
2014,634.9279886654587,610.6063489684243,659.249628362493,12.40922786789981,6324.966001375641,6284.06733896415,6365.8646637871325,20.86704793256145,cog,Myoxocephalus scorpius
2015,644.1279842110347,622.9020830219098,665.3538854001596,10.829740422044564,6310.227838871312,6281.276302804146,6339.179374938478,14.77146330010764,cog,Myoxocephalus scorpius
2016,643.2702438417234,623.9871757868885,662.5533118965583,9.838480812370657,6310.003050529191,6284.28746597961,6335.7186350787715,13.12043728988006,cog,Myoxocephalus scorpius
2017,646.1848609588681,630.9868603331296,661.3828615846065,7.754224437601061,6316.413677318401,6293.691940092329,6339.135414544473,11.592936097447591,cog,Myoxocephalus scorpius
2018,638.7244758781619,615.7700888909593,661.6788628653645,11.711637136326958,6319.494312378087,6289.603664491381,6349.384960264792,15.25061078799385,cog,Myoxocephalus scorpius
2019,646.263974100578,632.1493629423563,660.3785852587997,7.201464552183597,6297.531677551617,6279.61973352592,6315.443621577313,9.138914881591395,cog,Myoxocephalus scorpius
2020,650.5175806465774,631.3708517623204,669.6643095308343,9.76891873283586,6303.422319164576,6280.0204956512625,6326.8241426778895,11.939925273068509,cog,Myoxocephalus scorpius
2021,647.9742926409191,627.6843247462316,668.2642605356066,10.35221466043873,6309.7003487342545,6283.450422213049,6335.95027525546,13.393065754402338,cog,Myoxocephalus scorpius
2022,645.0986109971152,627.6175977532886,662.5796242409418,8.919048197678466,6295.654781277158,6269.685243901343,6321.624318652973,13.250007439248488,cog,Myoxocephalus scorpius
2023,642.506955261176,622.9607319466226,662.0531785757295,9.972746167139585,6321.785793739727,6290.768627115193,6352.80296036426,15.825375807511103,cog,Myoxocephalus scorpius
2024,647.5808880868651,626.8270645360659,668.3347116376643,10.588880058257544,6312.78053428556,6285.582057531778,6339.9790110393415,13.87702884763187,cog,Myoxocephalus scorpius
