m0_res,species_f
0.4841081576499323,Anguilla anguilla
0.21758206678749858,Anguilla anguilla
-0.0839982245555572,Anguilla anguilla
0.7658821561891542,Anguilla anguilla
-0.3033361294607068,Anguilla anguilla
0.8092494257494585,Anguilla anguilla
0.4634948447079139,Anguilla anguilla
0.6752646969064757,Anguilla anguilla
-0.1329626876350086,Anguilla anguilla
1.2041162862513448,Anguilla anguilla
-1.6528642744335773,Anguilla anguilla
-0.3920795393536636,Anguilla anguilla
-0.10076098623507762,Anguilla anguilla
-0.10076098623507762,Anguilla anguilla
0.9474737282320854,Anguilla anguilla
-2.80430493043945,Anguilla anguilla
0.6479965052762356,Anguilla anguilla
1.8800456491497235,Anguilla anguilla
0.08407459908269108,Anguilla anguilla
0.6281196378192743,Anguilla anguilla
0.4624293003473107,Anguilla anguilla
-1.689187254252162,Anguilla anguilla
-0.15491578183146745,Anguilla anguilla
-2.0630571228283023,Anguilla anguilla
0.6291336285517056,Anguilla anguilla
-1.9535567617787757,Anguilla anguilla
-0.08922128092658985,Anguilla anguilla
0.7232763239046294,Anguilla anguilla
1.0917378278391383,Anguilla anguilla
-0.019909124080671553,Anguilla anguilla
-1.6182278717288308,Anguilla anguilla
0.8616807065273984,Anguilla anguilla
0.2681739950025221,Anguilla anguilla
-0.5316621328655187,Anguilla anguilla
0.8531059919234019,Anguilla anguilla
1.1069235988398956,Anguilla anguilla
-0.7903344276573645,Anguilla anguilla
0.6868148865923666,Anguilla anguilla
0.5076497341135804,Anguilla anguilla
1.7345524424578278,Anguilla anguilla
0.6467000894965959,Anguilla anguilla
-1.0889170545730498,Anguilla anguilla
0.015340203710837268,Anguilla anguilla
0.022307343254461272,Anguilla anguilla
-0.5776429024499425,Anguilla anguilla
-0.4541565717719844,Anguilla anguilla
-1.0318791422467046,Anguilla anguilla
-0.15275352805822326,Anguilla anguilla
0.5098122591665788,Anguilla anguilla
0.5098122591665788,Anguilla anguilla
-0.14535809313098508,Anguilla anguilla
1.317192557642414,Anguilla anguilla
-0.8698764449757267,Anguilla anguilla
0.7994368352844629,Anguilla anguilla
-2.1601986003953555,Anguilla anguilla
0.006265751044020112,Anguilla anguilla
-2.639819443483717,Anguilla anguilla
-0.10543478019790546,Anguilla anguilla
0.1698841246377672,Anguilla anguilla
0.4373849643971215,Anguilla anguilla
0.4373849643971215,Anguilla anguilla
0.4373849643971215,Anguilla anguilla
0.84496948657052,Anguilla anguilla
-0.6147079531983515,Anguilla anguilla
-1.2157645215541495,Anguilla anguilla
-1.2198370591399992,Anguilla anguilla
-0.05271608687922812,Anguilla anguilla
1.2293201206871207,Anguilla anguilla
0.30266920805965086,Anguilla anguilla
0.30266920805965086,Anguilla anguilla
-0.27281606195598035,Anguilla anguilla
0.6781711479802343,Anguilla anguilla
0.07751192744625293,Anguilla anguilla
0.34643390264451496,Anguilla anguilla
0.8458120093440766,Anguilla anguilla
0.03599566348184314,Anguilla anguilla
-0.4863425465860496,Anguilla anguilla
0.39163710697060045,Anguilla anguilla
0.2212620666166608,Anguilla anguilla
-0.8709722137248734,Anguilla anguilla
0.5583904780018318,Anguilla anguilla
0.3569453601682154,Anguilla anguilla
0.8856126909376781,Anguilla anguilla
1.6252134053567204,Anguilla anguilla
-0.7762524128812173,Anguilla anguilla
-0.4734558772164881,Anguilla anguilla
0.10316959198744638,Anguilla anguilla
0.646622003215898,Anguilla anguilla
1.1598697321974651,Anguilla anguilla
-0.7699570607425142,Anguilla anguilla
1.3836493923936561,Anguilla anguilla
1.3836493923936561,Anguilla anguilla
0.02895854102096552,Anguilla anguilla
0.302172913562043,Anguilla anguilla
0.8257228033060151,Anguilla anguilla
-0.297078797486485,Anguilla anguilla
1.518545581669218,Anguilla anguilla
-0.021588344777202503,Anguilla anguilla
-1.8625213173534212,Anguilla anguilla
-0.9046494585677229,Anguilla anguilla
0.24249296666212275,Anguilla anguilla
0.24249296666212275,Anguilla anguilla
1.5033443156662192,Anguilla anguilla
-1.7943312325264478,Anguilla anguilla
1.519310950796138,Anguilla anguilla
0.24566700456642881,Anguilla anguilla
-0.4495508971303153,Anguilla anguilla
-0.7345312617288409,Anguilla anguilla
-0.7359912301876061,Anguilla anguilla
0.14085222380419904,Anguilla anguilla
1.1564092461060596,Anguilla anguilla
0.22661419584028106,Anguilla anguilla
-1.5224298733878892,Anguilla anguilla
-1.413243289277389,Anguilla anguilla
-0.004573565094633566,Anguilla anguilla
-1.3549007832654403,Anguilla anguilla
0.9163278406447343,Anguilla anguilla
-0.7893907802173195,Anguilla anguilla
-0.49149546601320987,Anguilla anguilla
-1.3309511329986283,Anguilla anguilla
-0.09873254970265226,Anguilla anguilla
-0.6814603389572856,Anguilla anguilla
-1.639999504059772,Anguilla anguilla
-0.40332131916880165,Anguilla anguilla
0.7685217504625755,Anguilla anguilla
1.2085562251538589,Anguilla anguilla
-0.3861362581406226,Anguilla anguilla
0.05089933386556881,Anguilla anguilla
0.32650699211197404,Anguilla anguilla
-0.433151030758062,Anguilla anguilla
-2.9666304418348544,Anguilla anguilla
1.1764631557849818,Anguilla anguilla
-0.9109692451776528,Anguilla anguilla
-0.07499596195580503,Anguilla anguilla
-1.9971611475330484,Anguilla anguilla
-1.3933444892528146,Anguilla anguilla
-0.2666600699424637,Anguilla anguilla
0.4832856928996811,Anguilla anguilla
-0.6621676720507499,Anguilla anguilla
-0.3554198454608207,Anguilla anguilla
1.4660762197889532,Anguilla anguilla
1.1185030908144886,Anguilla anguilla
-1.1750205506012754,Anguilla anguilla
-2.115314951635156,Anguilla anguilla
2.2528126447780483,Anguilla anguilla
0.21782847566652616,Anguilla anguilla
-1.8014114873042624,Anguilla anguilla
-0.872357759786527,Anguilla anguilla
-0.6177208899194022,Anguilla anguilla
1.2355258688843727,Anguilla anguilla
1.7495813301203702,Anguilla anguilla
-1.5025396896507988,Anguilla anguilla
-1.1839506324265234,Anguilla anguilla
1.760934183417023,Anguilla anguilla
-0.8913172641677642,Anguilla anguilla
-0.0043973247015040426,Anguilla anguilla
1.2923548126461175,Anguilla anguilla
-0.18196546350468132,Anguilla anguilla
1.8069000622342242,Anguilla anguilla
-1.4715780594245222,Anguilla anguilla
0.7856207228072283,Anguilla anguilla
0.8816077837396035,Anguilla anguilla
0.36435604507523,Anguilla anguilla
1.702541075131038,Anguilla anguilla
1.0348315864811102,Anguilla anguilla
0.0722916095268142,Anguilla anguilla
0.7392042679156702,Anguilla anguilla
-0.757843545768676,Anguilla anguilla
-0.46448568621872544,Anguilla anguilla
0.37218007598471214,Anguilla anguilla
4.592764890849509,Anguilla anguilla
0.09194321005622269,Anguilla anguilla
0.3753645221313448,Anguilla anguilla
-1.1202782813920134,Anguilla anguilla
-0.5369892903504208,Anguilla anguilla
0.8790773237318885,Anguilla anguilla
0.13170001040519877,Anguilla anguilla
-1.198900584857027,Anguilla anguilla
-0.9720973218086348,Anguilla anguilla
0.04628254184404729,Anguilla anguilla
-0.31598799614637985,Anguilla anguilla
-0.7907754910541293,Anguilla anguilla
-1.165563877332311,Anguilla anguilla
0.23231822560246304,Anguilla anguilla
-0.9775908748707755,Anguilla anguilla
0.559966523051693,Anguilla anguilla
-0.5612183236263562,Anguilla anguilla
0.2731145779978094,Anguilla anguilla
0.829095033750723,Anguilla anguilla
-0.7586641402765821,Anguilla anguilla
1.511125831124535,Anguilla anguilla
0.02600639041027813,Anguilla anguilla
-0.16648508600483894,Anguilla anguilla
0.1742738961347197,Aphia minuta
0.1742738961347197,Aphia minuta
-2.1406432322804396,Aphia minuta
0.14404155304590893,Aphia minuta
0.28451209607176314,Aphia minuta
0.28451209607176314,Aphia minuta
0.28451209607176314,Aphia minuta
0.42982777658577076,Aphia minuta
0.73648880176582,Aphia minuta
1.0670876880912434,Aphia minuta
1.242350996896875,Aphia minuta
1.2005158098797812,Aphia minuta
-0.6701176000218806,Aphia minuta
-0.5646105331314717,Aphia minuta
-0.5646105331314717,Aphia minuta
-0.4569949575443727,Aphia minuta
-0.23451233860313045,Aphia minuta
-0.23451233860313045,Aphia minuta
-7.670401890133742e-4,Aphia minuta
0.5085527637902009,Aphia minuta
0.5085527637902009,Aphia minuta
-0.7420286051981287,Aphia minuta
-0.05407904379389481,Aphia minuta
0.07110807448736994,Aphia minuta
0.20004735149232514,Aphia minuta
0.6123433490489937,Aphia minuta
0.28349950787286937,Aphia minuta
0.7352722096192916,Aphia minuta
-0.30968986615818844,Aphia minuta
-0.18857981816444927,Aphia minuta
0.19584529900904196,Aphia minuta
0.3320464822074721,Aphia minuta
0.7693409706791927,Aphia minuta
0.9257877108715842,Aphia minuta
-1.4229960772206744,Aphia minuta
-1.3317609931457663,Aphia minuta
-1.1479013790363184,Aphia minuta
-1.0549166195857782,Aphia minuta
-0.8659393280502113,Aphia minuta
-0.7695849900719042,Aphia minuta
-0.6717424770767036,Aphia minuta
-0.5722252392627085,Aphia minuta
-0.367404069441032,Aphia minuta
-0.26170965199164276,Aphia minuta
0.07093747694725462,Aphia minuta
0.18770748878754653,Aphia minuta
0.18770748878754653,Aphia minuta
0.5587408760602454,Aphia minuta
0.6900832572581824,Aphia minuta
0.8256462173906275,Aphia minuta
-0.6161039773924969,Aphia minuta
0.24328782349747372,Aphia minuta
-1.7359210774748361,Aphia minuta
-1.444066619876622,Aphia minuta
-0.8490057894856391,Aphia minuta
-0.7457772327383009,Aphia minuta
-0.7457772327383009,Aphia minuta
-0.7457772327383009,Aphia minuta
-0.7457772327383009,Aphia minuta
-0.42467793254924807,Aphia minuta
-0.42467793254924807,Aphia minuta
-0.42467793254924807,Aphia minuta
-0.3130643985693593,Aphia minuta
-0.3130643985693593,Aphia minuta
-0.19876056207937398,Aphia minuta
-0.08151836723900471,Aphia minuta
-0.08151836723900471,Aphia minuta
0.03891586411411209,Aphia minuta
0.03891586411411209,Aphia minuta
0.03891586411411209,Aphia minuta
0.03891586411411209,Aphia minuta
0.16280150931129297,Aphia minuta
0.16280150931129297,Aphia minuta
0.29040363504795424,Aphia minuta
0.29040363504795424,Aphia minuta
0.42199290864809913,Aphia minuta
0.42199290864809913,Aphia minuta
0.42199290864809913,Aphia minuta
0.6982425560808202,Aphia minuta
0.6982425560808202,Aphia minuta
0.6982425560808202,Aphia minuta
0.8434705405198949,Aphia minuta
0.8434705405198949,Aphia minuta
0.8434705405198949,Aphia minuta
0.8434705405198949,Aphia minuta
0.9938203115965197,Aphia minuta
0.9938203115965197,Aphia minuta
1.1495870868410074,Aphia minuta
-0.8617650621539312,Aphia minuta
-0.6611905329463502,Aphia minuta
-0.5583001964008472,Aphia minuta
-0.4533973287047176,Aphia minuta
-0.4533973287047176,Aphia minuta
-0.4533973287047176,Aphia minuta
-0.346269058211455,Aphia minuta
-0.346269058211455,Aphia minuta
-0.346269058211455,Aphia minuta
-0.2366980788507549,Aphia minuta
-0.2366980788507549,Aphia minuta
-0.2366980788507549,Aphia minuta
-0.12446239808006974,Aphia minuta
-0.12446239808006974,Aphia minuta
-0.12446239808006974,Aphia minuta
-0.009335167839477193,Aphia minuta
0.10891540660946498,Aphia minuta
0.23052608532974334,Aphia minuta
0.48479927398152933,Aphia minuta
0.48479927398152933,Aphia minuta
0.48479927398152933,Aphia minuta
0.61795940410514,Aphia minuta
0.61795940410514,Aphia minuta
-1.131003655501967,Aphia minuta
-0.9143571361537968,Aphia minuta
-0.3394421276474676,Aphia minuta
-0.3394421276474676,Aphia minuta
-0.21642218943835947,Aphia minuta
0.04011114191887813,Aphia minuta
0.17427223031276814,Aphia minuta
0.17427223031276814,Aphia minuta
0.17427223031276814,Aphia minuta
0.4560606943665129,Aphia minuta
0.4560606943665129,Aphia minuta
0.4560606943665129,Aphia minuta
0.6043817705687815,Aphia minuta
0.6043817705687815,Aphia minuta
0.9176651675299806,Aphia minuta
1.083362089677218,Aphia minuta
1.083362089677218,Aphia minuta
1.083362089677218,Aphia minuta
1.255595297064903,Aphia minuta
1.255595297064903,Aphia minuta
1.255595297064903,Aphia minuta
1.255595297064903,Aphia minuta
1.4347458956019927,Aphia minuta
1.6211995441869638,Aphia minuta
1.6211995441869638,Aphia minuta
1.8153459247793202,Aphia minuta
2.6767661141166115,Aphia minuta
-0.9707133491697015,Aphia minuta
-0.6420588837123125,Aphia minuta
-0.41226300562368556,Aphia minuta
0.08321173424661814,Aphia minuta
0.642843237951778,Aphia minuta
0.9532574184567932,Aphia minuta
-0.5178284395904441,Aphia minuta
-0.18012167127741793,Aphia minuta
-1.2029341054273341,Aphia minuta
-0.9764224029164329,Aphia minuta
-0.37604307442026824,Aphia minuta
-0.2474235998234264,Aphia minuta
-0.2474235998234264,Aphia minuta
-0.7224118445328456,Aphia minuta
0.7796084172597552,Aphia minuta
-1.891615302452927,Aphia minuta
-1.7746311662400727,Aphia minuta
2.6092332108079743,Aphia minuta
-2.4610171422562086,Aphia minuta
-1.4342978337398637,Aphia minuta
-1.3237237141121592,Aphia minuta
-0.8720694784924125,Aphia minuta
-0.38994331714704045,Aphia minuta
-0.2621501312195961,Aphia minuta
-0.13074989296616357,Aphia minuta
-0.13074989296616357,Aphia minuta
0.14434804632603976,Aphia minuta
0.2888074611025643,Aphia minuta
0.7545922617469037,Aphia minuta
0.922030585838803,Aphia minuta
1.096264396587132,Aphia minuta
2.0847870585699644,Aphia minuta
2.5433930576191197,Aphia minuta
-0.05148638110185288,Aphia minuta
0.48874388715631367,Aphia minuta
0.6353640202958122,Aphia minuta
0.9022073880127315,Aphia minuta
-1.1146625341082812,Aphia minuta
0.5645350926146556,Aphia minuta
-1.524658336901289,Aphia minuta
-0.051376452922683266,Aphia minuta
0.6562867447051715,Aphia minuta
0.9763158635755821,Aphia minuta
-0.6279988146864949,Aphia minuta
-2.4387447409012655,Aphia minuta
0.06708212864351636,Aphia minuta
-0.20515020986085278,Aphia minuta
-1.4792261735104495,Aphia minuta
-0.6535809973335462,Aphia minuta
-0.9531744835735595,Aphia minuta
-1.657234741764191,Aphia minuta
-0.507523989935251,Aphia minuta
-0.717585455898907,Aphia minuta
0.16699553564980435,Aphia minuta
-1.46891645011799,Aphia minuta
-1.229617589043154,Aphia minuta
-0.4738967002487429,Aphia minuta
1.1197203753812612,Aphia minuta
-0.6325165203792893,Aphia minuta
-0.7335457746723082,Aphia minuta
-0.1453335499206221,Aphia minuta
-0.018434422686999713,Aphia minuta
-0.018434422686999713,Aphia minuta
0.8341828026596266,Aphia minuta
-1.71624239501548,Aphia minuta
-1.71624239501548,Aphia minuta
-1.6179929704848055,Aphia minuta
-1.4219047199211199,Aphia minuta
-0.9232186244619912,Aphia minuta
-0.6091488981158913,Aphia minuta
-0.6091488981158913,Aphia minuta
-0.6091488981158913,Aphia minuta
-0.2763088268245489,Aphia minuta
-2.0181918006189252,Aphia minuta
-1.5898780562869674,Aphia minuta
-1.1549773036401096,Aphia minuta
-0.5246461546750929,Aphia minuta
1.1578020311694353,Aphia minuta
0.1351136603227065,Aphia minuta
-1.3976429641970747,Aphia minuta
-1.1290421241667732,Aphia minuta
-0.9464509852732255,Aphia minuta
-0.4678403964438656,Aphia minuta
-0.36694032467987314,Aphia minuta
-1.1499862440544835,Aphia minuta
-0.19808344503541184,Aphia minuta
0.5587808908201986,Aphia minuta
-1.7939055703577416,Aphia minuta
-1.509173251374551,Aphia minuta
-1.1279604973324502,Aphia minuta
-0.5260096074276469,Aphia minuta
-0.31069922311089876,Aphia minuta
-0.31069922311089876,Aphia minuta
-0.3141584208608641,Aphia minuta
0.806866653177936,Aphia minuta
-1.1877145071215156,Aphia minuta
-0.7600692534873877,Aphia minuta
-0.6489937446024034,Aphia minuta
-0.17986769571835734,Aphia minuta
-0.05494831912823445,Aphia minuta
0.3429695825379272,Aphia minuta
0.4843882358090339,Aphia minuta
0.9396231152345121,Aphia minuta
-0.17593024126151582,Aphia minuta
0.08550356328445222,Aphia minuta
0.6619648240135312,Aphia minuta
1.1525699524286086,Aphia minuta
1.1525699524286086,Aphia minuta
-1.2003115829100524,Aphia minuta
-0.4934824084262317,Aphia minuta
-0.1615876425782328,Aphia minuta
0.5876734038625341,Aphia minuta
-0.769317029504429,Aphia minuta
-0.6587178969124744,Aphia minuta
-0.5459518797933587,Aphia minuta
0.7644063228852086,Aphia minuta
1.607606569671023,Aphia minuta
-0.3905875523524467,Aphia minuta
1.8683962053546341,Aphia minuta
-0.34623050381804954,Aphia minuta
0.7237460997043993,Aphia minuta
0.27563914146870444,Aphia minuta
1.5776670760197038,Aphia minuta
0.33572595130769284,Aphia minuta
2.2659845211227436,Aphia minuta
2.2659845211227436,Aphia minuta
0.12793247010390743,Aphia minuta
0.08310249954063173,Aphia minuta
0.8160859293472212,Aphia minuta
-0.326502774773615,Aphia minuta
0.7867224535250762,Aphia minuta
-0.604042928034031,Aphia minuta
-0.16727669346846066,Aphia minuta
0.8614715429851804,Aphia minuta
-0.06020959433602325,Aphia minuta
-0.3304403568041437,Aphia minuta
-1.079482004379703,Aphia minuta
-1.5078979471565916,Aphia minuta
-1.0559897786410044,Aphia minuta
0.07802286814746573,Aphia minuta
0.8551023849845405,Aphia minuta
1.0292472328922635,Aphia minuta
1.0292472328922635,Aphia minuta
-0.8700448028314098,Aphia minuta
-1.8093671337370218,Aphia minuta
0.0709678863611276,Aphia minuta
-1.2560076844192727,Aphia minuta
-0.7951661479211569,Aphia minuta
0.21256633885740855,Aphia minuta
0.21256633885740855,Aphia minuta
0.21256633885740855,Aphia minuta
0.9285779947888692,Aphia minuta
1.7142167196318858,Aphia minuta
-1.0820404416480423,Aphia minuta
-0.6481022076862991,Aphia minuta
0.2074606054335233,Aphia minuta
0.9413744331526415,Aphia minuta
-0.6421259397967337,Aphia minuta
-0.5783500471609806,Aphia minuta
-1.423857521414177,Aphia minuta
-1.0559262838765766,Aphia minuta
-0.6729417852898847,Aphia minuta
-0.47215730174865783,Aphia minuta
0.9632653415830364,Aphia minuta
-1.752539222042903,Aphia minuta
0.5775101480044452,Aphia minuta
0.7295841731104925,Aphia minuta
-1.841851195894292,Aphia minuta
-1.7395403570397958,Aphia minuta
-1.7395403570397958,Aphia minuta
-1.1281073502383148,Aphia minuta
-0.8123513648014021,Aphia minuta
-1.5031240134651729,Aphia minuta
-0.008194667686182348,Aphia minuta
-1.57803701137416,Aphia minuta
-1.0294125470574502,Aphia minuta
0.07441077729548466,Aphia minuta
0.3593390846986392,Aphia minuta
0.6649786890258078,Aphia minuta
-2.0000799565681846,Aphia minuta
-1.7342000763965513,Aphia minuta
-0.13471206521533607,Aphia minuta
2.168797943965611,Aphia minuta
0.19355892628151516,Aphia minuta
0.7511364517731218,Aphia minuta
0.7511364517731218,Aphia minuta
0.9028719247931807,Aphia minuta
0.9028719247931807,Aphia minuta
1.7516712281236504,Aphia minuta
-0.209816518793612,Aphia minuta
1.457149931110518,Aphia minuta
-0.698727403364582,Aphia minuta
-0.48848949465208014,Aphia minuta
-0.15578900414738264,Aphia minuta
-0.03933632160447227,Aphia minuta
0.08029410613534255,Aphia minuta
0.3300890150798668,Aphia minuta
0.3300890150798668,Aphia minuta
0.3300890150798668,Aphia minuta
0.4607670774530374,Aphia minuta
-0.13303328829807004,Aphia minuta
0.14177266423372353,Aphia minuta
0.590417228544188,Aphia minuta
0.590417228544188,Aphia minuta
0.7512845969519306,Aphia minuta
0.7512845969519306,Aphia minuta
0.9185044200664113,Aphia minuta
0.9185044200664113,Aphia minuta
1.0925039778470582,Aphia minuta
1.0925039778470582,Aphia minuta
1.0925039778470582,Aphia minuta
1.4625848132531087,Aphia minuta
1.659551991183717,Aphia minuta
1.8650693476608933,Aphia minuta
2.0795914736470467,Aphia minuta
0.5857391930923531,Aphia minuta
1.4321469641409337,Aphia minuta
0.44953416355606074,Aphia minuta
-0.21207480412556193,Aphia minuta
-0.06880352921735398,Aphia minuta
0.5571878476776276,Aphia minuta
1.0962361622575985,Aphia minuta
1.2919691892363414,Aphia minuta
1.496638763673202,Aphia minuta
1.7108032069878016,Aphia minuta
1.9734140749951419,Aphia minuta
0.8442510282161559,Aphia minuta
0.27882601070382507,Aphia minuta
0.27882601070382507,Aphia minuta
0.4037221485008081,Aphia minuta
-1.9146419885447987,Aphia minuta
-1.1618734503572261,Aphia minuta
-0.6726821754007675,Aphia minuta
-0.250615220663945,Aphia minuta
-0.024725328520226228,Aphia minuta
0.21345952821617062,Aphia minuta
0.21345952821617062,Aphia minuta
0.3377501472353893,Aphia minuta
0.3377501472353893,Aphia minuta
0.5979448699843926,Aphia minuta
0.8752998452582006,Aphia minuta
0.8752998452582006,Aphia minuta
1.171883462783061,Aphia minuta
-1.9001797923015507,Aphia minuta
-1.9001797923015507,Aphia minuta
-0.5842909454846948,Aphia minuta
-0.4744860478554611,Aphia minuta
-0.3622681482275433,Aphia minuta
-0.12958091830035598,Aphia minuta
0.11585373853158555,Aphia minuta
0.11585373853158555,Aphia minuta
0.3762146910875345,Aphia minuta
0.5126996348772882,Aphia minuta
0.6537762095955019,Aphia minuta
0.6537762095955019,Aphia minuta
0.6537762095955019,Aphia minuta
0.7997426817626272,Aphia minuta
0.7997426817626272,Aphia minuta
0.9509023607810307,Aphia minuta
1.1075632392840555,Aphia minuta
1.270037609679014,Aphia minuta
1.270037609679014,Aphia minuta
1.270037609679014,Aphia minuta
1.4386416687532604,Aphia minuta
1.7955207944492055,Aphia minuta
1.984444266863591,Aphia minuta
-1.5071748293635887,Aphia minuta
-1.1256094518773565,Aphia minuta
-0.08139295788649148,Aphia minuta
0.0359960807899386,Aphia minuta
0.0359960807899386,Aphia minuta
0.0359960807899386,Aphia minuta
0.280845250776673,Aphia minuta
0.4088014679167738,Aphia minuta
0.4088014679167738,Aphia minuta
0.6770545158094001,Aphia minuta
0.8178763514713856,Aphia minuta
0.8178763514713856,Aphia minuta
-0.9490535345867424,Aphia minuta
-0.6581383373628417,Aphia minuta
-0.24532166589551363,Aphia minuta
-0.24532166589551363,Aphia minuta
-0.024676705258181802,Aphia minuta
0.08993138876049403,Aphia minuta
0.08993138876049403,Aphia minuta
0.08993138876049403,Aphia minuta
0.08993138876049403,Aphia minuta
0.2076850327204299,Aphia minuta
0.32880611493912165,Aphia minuta
0.32880611493912165,Aphia minuta
0.4535208572230376,Aphia minuta
0.4535208572230376,Aphia minuta
0.5820596826433457,Aphia minuta
0.5820596826433457,Aphia minuta
0.9929840620813712,Aphia minuta
-0.2526709300473255,Aphia minuta
0.7353071761301196,Aphia minuta
0.7353071761301196,Aphia minuta
0.8973426988937591,Aphia minuta
1.0657490736173465,Aphia minuta
1.2409256329331098,Aphia minuta
1.4232773042601659,Aphia minuta
1.8111500704956638,Aphia minuta
-1.2948434213506919,Aphia minuta
-0.1849110859474051,Aphia minuta
0.3366453648464865,Aphia minuta
1.0943335775421696,Aphia minuta
-0.15009456282327874,Aphia minuta
0.603487575640942,Aphia minuta
1.3530633706078592,Aphia minuta
2.250682231144142,Aphia minuta
-0.7969135338889253,Aphia minuta
-0.4258405106434267,Aphia minuta
-0.4258405106434267,Aphia minuta
0.11695090524679598,Aphia minuta
3.3585009736655036,Aphia minuta
-1.942317651007935,Aphia minuta
-1.6347450784632245,Aphia minuta
-1.6347450784632245,Aphia minuta
-1.5331596032745565,Aphia minuta
-1.5331596032745565,Aphia minuta
-0.4757768913926704,Aphia minuta
-0.3602886491268858,Aphia minuta
-0.24197381660973044,Aphia minuta
0.2652653715855426,Aphia minuta
0.4020575849917416,Aphia minuta
-1.2996595829617803,Aphia minuta
-0.799852891514495,Aphia minuta
-0.3997193586065375,Aphia minuta
-0.25914716341392413,Aphia minuta
0.3519217165087356,Aphia minuta
0.6939219954143728,Aphia minuta
3.2390391851226146,Aphia minuta
0.8365280962486779,Aphia minuta
1.0237515731603335,Aphia minuta
-1.1776679576678628,Aphia minuta
-0.916756462504789,Aphia minuta
-0.7830237441767944,Aphia minuta
0.26206361513596066,Aphia minuta
0.6122939974100334,Aphia minuta
1.413242319629175,Aphia minuta
-0.30590734232301625,Aphia minuta
0.16712859714678957,Aphia minuta
0.699024725533579,Aphia minuta
-1.048805409460263,Aphia minuta
-0.20993951819306944,Aphia minuta
0.35679732170644346,Aphia minuta
0.48896656833798774,Aphia minuta
-0.388583430120753,Aphia minuta
-1.1540357749282852,Aphia minuta
-0.6629228919396953,Aphia minuta
-0.4553009193332881,Aphia minuta
0.48193646493869735,Aphia minuta
0.48193646493869735,Aphia minuta
0.8942373582501367,Aphia minuta
1.193009765428136,Aphia minuta
1.5134033820567185,Aphia minuta
-1.3389542261475165,Aphia minuta
-1.2370303532276896,Aphia minuta
-0.8195668018016437,Aphia minuta
-0.6014891792689048,Aphia minuta
0.6676451262413806,Aphia minuta
1.1352479707928311,Aphia minuta
2.0426535629460107,Aphia minuta
-1.3766243626676575,Aphia minuta
-0.8229442434601885,Aphia minuta
-0.5898970483014282,Aphia minuta
0.324717944714732,Aphia minuta
0.4725584090135991,Aphia minuta
0.7848410250599005,Aphia minuta
