mlength_res,species_f
-0.2555158646934428,Aphia minuta
-0.13522351720784193,Aphia minuta
-0.13522351720784193,Aphia minuta
-0.13522351720784193,Aphia minuta
0.11429202216950923,Aphia minuta
0.11429202216950923,Aphia minuta
0.11429202216950923,Aphia minuta
0.24396624583727855,Aphia minuta
0.24396624583727855,Aphia minuta
0.5142909373169889,Aphia minuta
0.6554046062315076,Aphia minuta
0.6554046062315076,Aphia minuta
0.6554046062315076,Aphia minuta
0.8007975210122559,Aphia minuta
0.8007975210122559,Aphia minuta
0.8007975210122559,Aphia minuta
0.8007975210122559,Aphia minuta
0.95070533838762,Aphia minuta
1.105364967862495,Aphia minuta
1.105364967862495,Aphia minuta
1.26501435012813,Aphia minuta
1.9582920667050394,Aphia minuta
-1.0019802156658144,Aphia minuta
-0.6629111967945456,Aphia minuta
-0.42686491851832364,Aphia minuta
0.07815939628213592,Aphia minuta
0.6407150161982812,Aphia minuta
0.9488206308839059,Aphia minuta
-0.35016536213548866,Aphia minuta
0.025472392942490606,Aphia minuta
-1.0188585313233454,Aphia minuta
-0.7600152609100492,Aphia minuta
-0.06259021913595024,Aphia minuta
0.08858347547540944,Aphia minuta
0.08858347547540944,Aphia minuta
-0.6032382208974593,Aphia minuta
1.04345709088138,Aphia minuta
-1.9233806363192945,Aphia minuta
-1.8005405721886278,Aphia minuta
2.718803895280622,Aphia minuta
-2.703829257839492,Aphia minuta
-1.7083324507810167,Aphia minuta
-1.603750908429164,Aphia minuta
-1.1836595026335128,Aphia minuta
-0.7492996375733794,Aphia minuta
-0.6367557901445771,Aphia minuta
-0.522174296659906,Aphia minuta
-0.522174296659906,Aphia minuta
-0.28597753356396644,Aphia minuta
-0.16389718642311651,Aphia minuta
0.22110830753752334,Aphia minuta
0.3564997344606916,Aphia minuta
0.49582565889430247,Aphia minuta
1.2601755334473013,Aphia minuta
1.6022194433621806,Aphia minuta
0.5261041931568603,Aphia minuta
1.2234421094870294,Aphia minuta
1.4143530060794856,Aphia minuta
0.8118345916654448,Aphia minuta
-0.6744723541114236,Aphia minuta
0.7287697172999379,Aphia minuta
-1.6850513140489747,Aphia minuta
0.42989412930797305,Aphia minuta
1.3097988095372353,Aphia minuta
1.710420559776885,Aphia minuta
-0.50686860375003,Aphia minuta
-1.9506635937737629,Aphia minuta
2.1115502773936674,Aphia minuta
0.6409684541194254,Aphia minuta
-0.5575785372399609,Aphia minuta
0.8664787624227168,Aphia minuta
0.500567817825146,Aphia minuta
-0.7409186342227061,Aphia minuta
0.2259959323675507,Aphia minuta
-0.0029122676368787963,Aphia minuta
1.2959431579510468,Aphia minuta
-1.328960891536909,Aphia minuta
-1.0597891124102692,Aphia minuta
-0.1925591192833066,Aphia minuta
1.6816151616139237,Aphia minuta
0.734032720147041,Aphia minuta
-0.13917906084977255,Aphia minuta
0.6684943044267267,Aphia minuta
0.8476740851089696,Aphia minuta
0.8476740851089696,Aphia minuta
2.082653408782812,Aphia minuta
-1.3033117098909122,Aphia minuta
-1.3033117098909122,Aphia minuta
-1.1797827242194414,Aphia minuta
-0.9286569738862636,Aphia minuta
-0.26011233936395983,Aphia minuta
0.1836557231271345,Aphia minuta
0.1836557231271345,Aphia minuta
0.1836557231271345,Aphia minuta
0.6719220862365148,Aphia minuta
-1.8451615791866076,Aphia minuta
-1.3890358344220064,Aphia minuta
-0.8831423022515962,Aphia minuta
0.7989485949799211,Aphia minuta
2.3829714033962683,Aphia minuta
0.1704374599841342,Aphia minuta
-0.8876949717147219,Aphia minuta
-0.5304178746025134,Aphia minuta
-0.28003347496230846,Aphia minuta
0.40488501705408747,Aphia minuta
0.5542666189573282,Aphia minuta
-0.7664079965043734,Aphia minuta
0.4577934817727261,Aphia minuta
1.483157381623283,Aphia minuta
-1.4754400853232752,Aphia minuta
-1.1285137309072628,Aphia minuta
-0.6474689010619893,Aphia minuta
0.15305526817733606,Aphia minuta
0.45084951543704777,Aphia minuta
0.45084951543704777,Aphia minuta
-0.43429642959824144,Aphia minuta
0.6371737473498111,Aphia minuta
-1.3014090417033921,Aphia minuta
-0.8743584010944984,Aphia minuta
-0.764311621908585,Aphia minuta
-0.3042277567576513,Aphia minuta
-0.1830943663227646,Aphia minuta
0.1986878797970953,Aphia minuta
0.3328661242599427,Aphia minuta
0.7595331387410387,Aphia minuta
-0.1565598577197856,Aphia minuta
0.1124642549466176,Aphia minuta
0.6997899635885227,Aphia minuta
1.192631832694163,Aphia minuta
1.192631832694163,Aphia minuta
-1.1352662484653238,Aphia minuta
-0.3670322236128998,Aphia minuta
-0.00494843072477979,Aphia minuta
0.8104697384402577,Aphia minuta
-0.8609334587090842,Aphia minuta
-0.7502421387045565,Aphia minuta
-0.6377444847218875,Aphia minuta
0.6376799704449764,Aphia minuta
1.4261850433099763,Aphia minuta
-0.389202985366885,Aphia minuta
1.8758413254422497,Aphia minuta
-0.20102590457749206,Aphia minuta
0.012935358374991964,Aphia minuta
-0.07273358555855142,Aphia minuta
1.6508061647048964,Aphia minuta
-0.42047863523508844,Aphia minuta
1.0267183629932979,Aphia minuta
1.0267183629932979,Aphia minuta
0.2537533442781805,Aphia minuta
0.20366999772645317,Aphia minuta
0.9798777871665771,Aphia minuta
-0.7649535192216663,Aphia minuta
0.9545732020189484,Aphia minuta
-0.40383022307590877,Aphia minuta
0.09124021821865771,Aphia minuta
1.2629890523399419,Aphia minuta
0.1316362620091651,Aphia minuta
-0.30875825961141745,Aphia minuta
-0.966077036837361,Aphia minuta
-1.5962799417633549,Aphia minuta
-1.1359808686541957,Aphia minuta
-0.0012865478851629619,Aphia minuta
0.7522951968543433,Aphia minuta
0.9183096825307475,Aphia minuta
0.9183096825307475,Aphia minuta
-0.5851086573621882,Aphia minuta
-1.7255860279329298,Aphia minuta
0.4007759346710631,Aphia minuta
-1.0743735209890704,Aphia minuta
-0.6509746620489284,Aphia minuta
0.4733170687732465,Aphia minuta
0.4733170687732465,Aphia minuta
0.4733170687732465,Aphia minuta
0.981360102472839,Aphia minuta
1.7654300905086986,Aphia minuta
-0.6820529367962365,Aphia minuta
-0.13209518472752046,Aphia minuta
1.0033319417604627,Aphia minuta
2.0113468739100786,Aphia minuta
-0.5672579373092131,Aphia minuta
-0.3478068379282424,Aphia minuta
-0.941912899391794,Aphia minuta
-0.4555459663251004,Aphia minuta
0.07569107394902855,Aphia minuta
0.3640710143440252,Aphia minuta
2.5700582911115912,Aphia minuta
-1.6628385450060947,Aphia minuta
0.852339511056403,Aphia minuta
1.0202173204896905,Aphia minuta
-1.5856867476108327,Aphia minuta
-1.465358491986453,Aphia minuta
-1.465358491986453,Aphia minuta
-0.7235282283825072,Aphia minuta
-0.3240048890591521,Aphia minuta
-1.1636870446502472,Aphia minuta
0.7832431510230226,Aphia minuta
-1.3476667228316157,Aphia minuta
-0.6980739365390785,Aphia minuta
0.6797652273233956,Aphia minuta
1.046568733753471,Aphia minuta
1.4428801656781565,Aphia minuta
-1.8626715400626477,Aphia minuta
-2.0858578867158313,Aphia minuta
-0.3479408168457088,Aphia minuta
1.689610017261721,Aphia minuta
0.008282238130146459,Aphia minuta
0.5252572949819504,Aphia minuta
0.5252572949819504,Aphia minuta
0.6636949450260466,Aphia minuta
0.6636949450260466,Aphia minuta
1.4220479884794688,Aphia minuta
-0.3339077853611557,Aphia minuta
1.2343491669219526,Aphia minuta
-0.8289987388240859,Aphia minuta
-0.6229008464464856,Aphia minuta
-0.3001899440982879,Aphia minuta
-0.18828228197679847,Aphia minuta
-0.07390165189706727,Aphia minuta
0.16302022910105063,Aphia minuta
0.16302022910105063,Aphia minuta
0.16302022910105063,Aphia minuta
0.28593652006356063,Aphia minuta
-0.6615557839391449,Aphia minuta
-0.4395266444592234,Aphia minuta
-0.08900481503486006,Aphia minuta
-0.08900481503486006,Aphia minuta
0.0333374135459667,Aphia minuta
0.0333374135459667,Aphia minuta
0.15878649369595527,Aphia minuta
0.15878649369595527,Aphia minuta
0.28755906519894675,Aphia minuta
0.28755906519894675,Aphia minuta
0.28755906519894675,Aphia minuta
0.5559508107022916,Aphia minuta
0.696012466131164,Aphia minuta
0.840282260151985,Aphia minuta
0.988985102847343,Aphia minuta
-0.18165873127037072,Aphia minuta
0.4204977416038986,Aphia minuta
0.29420989011502585,Aphia minuta
-0.8379986034339147,Aphia minuta
-0.7261968457621933,Aphia minuta
-0.25784679122322657,Aphia minuta
0.12224398055008025,Aphia minuta
0.2557205076242274,Aphia minuta
0.39299830652521284,Aphia minuta
0.5343276325890004,Aphia minuta
2.072515328300657,Aphia minuta
0.7928631804690035,Aphia minuta
0.12437448714221493,Aphia minuta
0.12437448714221493,Aphia minuta
0.24259862557512793,Aphia minuta
-1.9440615020421823,Aphia minuta
-1.1505534030521682,Aphia minuta
-0.6333592242488361,Aphia minuta
-0.18795815393316181,Aphia minuta
0.0495712238980424,Aphia minuta
0.2991167102153934,Aphia minuta
0.2991167102153934,Aphia minuta
0.42890501191629676,Aphia minuta
0.42890501191629676,Aphia minuta
0.6995466387043119,Aphia minuta
0.9863372812722409,Aphia minuta
0.9863372812722409,Aphia minuta
1.2909680838510338,Aphia minuta
-2.0397383940518776,Aphia minuta
-2.0397383940518776,Aphia minuta
-0.7312332213109684,Aphia minuta
-0.6245285043452605,Aphia minuta
-0.515978482754471,Aphia minuta
-0.2925627726023771,Aphia minuta
-0.05941119949050443,Aphia minuta
-0.05941119949050443,Aphia minuta
0.18507904139634054,Aphia minuta
0.3120851644211953,Aphia minuta
0.4425403864291606,Aphia minuta
0.4425403864291606,Aphia minuta
0.4425403864291606,Aphia minuta
0.5766531422446264,Aphia minuta
0.5766531422446264,Aphia minuta
0.7146333981721471,Aphia minuta
0.8566924936607152,Aphia minuta
1.0030429675830903,Aphia minuta
1.0030429675830903,Aphia minuta
1.0030429675830903,Aphia minuta
1.1538983752216485,Aphia minuta
1.4699821759160485,Aphia minuta
1.6356410922578761,Aphia minuta
-1.548630803318287,Aphia minuta
-1.1516612106163298,Aphia minuta
-0.0723395717217339,Aphia minuta
0.047738800285294515,Aphia minuta
0.047738800285294515,Aphia minuta
0.047738800285294515,Aphia minuta
0.2970936057517775,Aphia minuta
0.4267780530306297,Aphia minuta
0.4267780530306297,Aphia minuta
0.6971936760053018,Aphia minuta
0.8383424031276819,Aphia minuta
0.8383424031276819,Aphia minuta
-1.0178945033532656,Aphia minuta
-0.7229196329539406,Aphia minuta
-0.3079325277163429,Aphia minuta
-0.3079325277163429,Aphia minuta
-0.08816437147984749,Aphia minuta
0.0253784390612729,Aphia minuta
0.0253784390612729,Aphia minuta
0.0253784390612729,Aphia minuta
0.0253784390612729,Aphia minuta
0.1415890935893934,Aphia minuta
0.2606409810604452,Aphia minuta
0.2606409810604452,Aphia minuta
0.38270894059270866,Aphia minuta
0.38270894059270866,Aphia minuta
0.5079691889541241,Aphia minuta
0.5079691889541241,Aphia minuta
0.9046843802984603,Aphia minuta
-0.11676023680391384,Aphia minuta
0.9516394902345499,Aphia minuta
0.9516394902345499,Aphia minuta
1.125553872458986,Aphia minuta
1.3057894234981273,Aphia minuta
1.4926836324423922,Aphia minuta
1.686574844729661,Aphia minuta
2.0967038181057185,Aphia minuta
-1.454502590590258,Aphia minuta
-0.3807643049860938,Aphia minuta
0.10496318634844645,Aphia minuta
0.7886944563848985,Aphia minuta
-0.20218422173299888,Aphia minuta
0.5431852816889707,Aphia minuta
1.2663065672973812,Aphia minuta
2.1100017107979316,Aphia minuta
-1.018772867737423,Aphia minuta
-0.669976502388639,Aphia minuta
-0.669976502388639,Aphia minuta
-0.17292969398388006,Aphia minuta
2.525681589220676,Aphia minuta
-2.0587778905789405,Aphia minuta
-1.746031118107651,Aphia minuta
-1.746031118107651,Aphia minuta
-1.6429951187436005,Aphia minuta
-1.6429951187436005,Aphia minuta
-0.5833886871200715,Aphia minuta
-0.4696009299935505,Aphia minuta
-0.35351487870165144,Aphia minuta
0.13827620647164857,Aphia minuta
0.26922023438694515,Aphia minuta
-1.6352027752835288,Aphia minuta
-1.1828103206387346,Aphia minuta
-0.8336451039535764,Aphia minuta
-0.7138389747868402,Aphia minuta
-0.209909366998288,Aphia minuta
0.06094221574058919,Aphia minuta
1.898460809595291,Aphia minuta
0.7360167301047368,Aphia minuta
0.9146734511817098,Aphia minuta
-1.6269956482662657,Aphia minuta
-1.400927875458769,Aphia minuta
-1.2873300098271843,Aphia minuta
-0.45403940728923076,Aphia minuta
-0.19503222990630356,Aphia minuta
0.36617399734124295,Aphia minuta
-0.9787730765958687,Aphia minuta
-0.6235319681928094,Aphia minuta
-0.247077947256241,Aphia minuta
-1.5949206027806675,Aphia minuta
-0.34665594440370284,Aphia minuta
0.1449029280769357,Aphia minuta
0.26692226850301015,Aphia minuta
-1.0694869127853568,Aphia minuta
-1.2546507493119046,Aphia minuta
-0.7621656824337002,Aphia minuta
-0.556019052655529,Aphia minuta
0.3557437771657568,Aphia minuta
0.3557437771657568,Aphia minuta
0.7464983829567062,Aphia minuta
1.0258265577979686,Aphia minuta
1.3219899363175556,Aphia minuta
-1.4501530586857454,Aphia minuta
-1.347438817291008,Aphia minuta
-0.9292770510949194,Aphia minuta
-0.7127796781008738,Aphia minuta
0.5131369776408088,Aphia minuta
0.9493537798352427,Aphia minuta
1.7745296268230042,Aphia minuta
-1.6658884574756492,Aphia minuta
-1.1537027439646574,Aphia minuta
-0.9439669195305367,Aphia minuta
-0.15661986089784286,Aphia minuta
-0.034528521737744414,Aphia minuta
0.21904908403267281,Aphia minuta
0.3509835610901167,Aphia minuta
0.3509835610901167,Aphia minuta
0.3509835610901167,Aphia minuta
0.3509835610901167,Aphia minuta
0.48665065231980337,Aphia minuta
0.48665065231980337,Aphia minuta
0.9183453688411279,Aphia minuta
1.2290432982752086,Aphia minuta
1.2290432982752086,Aphia minuta
1.3919657768681077,Aphia minuta
1.7341371368857266,Aphia minuta
-1.6566794567129082,Aphia minuta
-1.4602107537236488,Aphia minuta
-1.2627846126248259,Aphia minuta
-0.7547239045945554,Aphia minuta
-0.4323411018547778,Aphia minuta
0.2760363584392027,Aphia minuta
1.1050618253952558,Aphia minuta
-0.34810213287466235,Aphia minuta
-0.7900579393317784,Aphia minuta
-0.3441542949335037,Aphia minuta
-2.172297433619154,Aphia minuta
-2.3257643108610457,Aphia minuta
-1.7948886792776313,Aphia minuta
-1.6657849734664578,Aphia minuta
-1.4081337216305165,Aphia minuta
-1.1481101259406647,Aphia minuta
-1.1481101259406647,Aphia minuta
-1.1481101259406647,Aphia minuta
-0.8821870458290872,Aphia minuta
-0.7459424761913633,Aphia minuta
-0.606941711619628,Aphia minuta
0.4796629836280266,Aphia minuta
-1.6249700109023513,Aphia minuta
-1.3760193520305801,Aphia minuta
-1.1244358996137258,Aphia minuta
-1.7386656137451795,Aphia minuta
-1.7386656137451795,Aphia minuta
-1.6136027674131084,Aphia minuta
-0.8515174971802264,Aphia minuta
-0.5833968572443695,Aphia minuta
-0.44493501396656865,Aphia minuta
-0.0072008999539775785,Aphia minuta
-0.0072008999539775785,Aphia minuta
0.14750188378443366,Aphia minuta
0.6437510698324851,Aphia minuta
0.8212833771761717,Aphia minuta
0.8212833771761717,Aphia minuta
1.1970836127655895,Aphia minuta
-0.9103606382827135,Aphia minuta
-0.9103606382827135,Aphia minuta
-0.7757838320993917,Aphia minuta
0.10137305371179536,Aphia minuta
0.2631593402486817,Aphia minuta
0.971012609674144,Aphia minuta
0.971012609674144,Aphia minuta
2.0266843938057564,Aphia minuta
-1.4893772710661872,Aphia minuta
-0.5363447412095164,Aphia minuta
0.9965441773866401,Aphia minuta
-0.3995875351108037,Aphia minuta
0.5384283659324353,Aphia minuta
-0.2092268573261662,Aphia minuta
1.3341220180009377,Aphia minuta
1.5602498029776595,Aphia minuta
-0.3790223380014062,Aphia minuta
0.43126659493066294,Aphia minuta
0.8340096948027212,Aphia minuta
1.705147078222391,Aphia minuta
-1.1247651355512707,Aphia minuta
-0.5097388338754555,Aphia minuta
0.0626280973494045,Aphia minuta
1.352511435139777,Aphia minuta
2.5262004734158,Aphia minuta
-1.7012910525571527,Aphia minuta
-1.447417348558164,Aphia minuta
-1.3200353040776964,Aphia minuta
-1.0622264095770577,Aphia minuta
-0.9309692500719071,Aphia minuta
-0.6617064211803971,Aphia minuta
-0.23480828217601604,Aphia minuta
-0.23480828217601604,Aphia minuta
-0.08471840352913994,Aphia minuta
0.06996955652039719,Aphia minuta
0.5659386279996341,Aphia minuta
0.9275705553248941,Aphia minuta
0.9275705553248941,Aphia minuta
0.9275705553248941,Aphia minuta
1.966313121312565,Aphia minuta
1.966313121312565,Aphia minuta
3.242950653638574,Aphia minuta
0.13320533394050044,Aphia minuta
3.123715469439384,Aphia minuta
3.7109368450488267,Aphia minuta
-1.1975130614399787,Aphia minuta
-1.4686711967830137,Aphia minuta
-1.2025973683412992,Aphia minuta
-1.0677483570587254,Aphia minuta
-0.9310675072574943,Aphia minuta
-0.7920935212708627,Aphia minuta
-0.7920935212708627,Aphia minuta
-0.35680223435398895,Aphia minuta
-0.35680223435398895,Aphia minuta
-0.20403137448654077,Aphia minuta
0.1158624205919391,Aphia minuta
1.1411740412219604,Aphia minuta
1.6011314001883397,Aphia minuta
2.1051481602727455,Aphia minuta
0.18725150038673247,Aphia minuta
-1.7321717195954074,Aphia minuta
-0.10662278499829762,Aphia minuta
-0.7284182709468102,Aphia minuta
-1.5746931403372153,Aphia minuta
-1.4410858398170059,Aphia minuta
-1.3069610240629301,Aphia minuta
-1.0351719819012213,Aphia minuta
-0.7554531669896046,Aphia minuta
-0.31267438955288485,Aphia minuta
0.169530177294596,Aphia minuta
0.7046000972578929,Aphia minuta
1.5243291107092298,Aphia minuta
0.9865529540803736,Aphia minuta
-0.7246644623368471,Aphia minuta
-0.4291259098002934,Aphia minuta
-0.4291259098002934,Aphia minuta
0.04599368206514735,Aphia minuta
0.04599368206514735,Aphia minuta
0.21486807514734932,Aphia minuta
0.9567375531401888,Aphia minuta
0.9567375531401888,Aphia minuta
1.1614592183235493,Aphia minuta
2.32767310952779,Aphia minuta
-1.1029582718269517,Aphia minuta
-0.550021020671863,Aphia minuta
2.5165675937789347,Aphia minuta
-0.8000956584065475,Aphia minuta
-0.6643522589908812,Aphia minuta
-0.38370412822081346,Aphia minuta
-0.38370412822081346,Aphia minuta
-0.08808834762155794,Aphia minuta
0.06638112401956599,Aphia minuta
1.5194236370960836,Aphia minuta
1.5194236370960836,Aphia minuta
1.7349108735296077,Aphia minuta
-0.29093655845253286,Aphia minuta
0.26368907800489,Aphia minuta
0.7255495812946146,Aphia minuta
1.6083837899327895,Aphia minuta
-1.245970459748383,Aphia minuta
-1.1246914398390064,Aphia minuta
-1.0020773332945285,Aphia minuta
-0.8777871737215839,Aphia minuta
-0.7514817807949911,Aphia minuta
-0.6228220097167916,Aphia minuta
-0.3570750679921665,Aphia minuta
-1.2793690175872388,Aphia minuta
0.23465397438164443,Aphia minuta
0.23465397438164443,Aphia minuta
0.534001696935821,Aphia minuta
-1.2306554986382863,Aphia minuta
-0.5552930738409257,Aphia minuta
-1.3179209507707301,Aphia minuta
-1.0911361235338548,Aphia minuta
-0.9760060495327245,Aphia minuta
-0.9760060495327245,Aphia minuta
-0.8593444668400092,Aphia minuta
-0.7408732662253205,Aphia minuta
-0.6203141881235389,Aphia minuta
-0.6203141881235389,Aphia minuta
-0.49738787105792465,Aphia minuta
-0.49738787105792465,Aphia minuta
-0.49738787105792465,Aphia minuta
-0.37181311985032706,Aphia minuta
-0.37181311985032706,Aphia minuta
-0.37181311985032706,Aphia minuta
-0.37181311985032706,Aphia minuta
-0.37181311985032706,Aphia minuta
-0.24330636642080095,Aphia minuta
-0.24330636642080095,Aphia minuta
-0.24330636642080095,Aphia minuta
-0.24330636642080095,Aphia minuta
-0.11158129992662845,Aphia minuta
-0.11158129992662845,Aphia minuta
-0.11158129992662845,Aphia minuta
0.02365135441678352,Aphia minuta
0.02365135441678352,Aphia minuta
0.02365135441678352,Aphia minuta
0.02365135441678352,Aphia minuta
0.02365135441678352,Aphia minuta
0.1626839268665694,Aphia minuta
0.1626839268665694,Aphia minuta
0.1626839268665694,Aphia minuta
0.1626839268665694,Aphia minuta
0.1626839268665694,Aphia minuta
0.3058117830930461,Aphia minuta
0.3058117830930461,Aphia minuta
0.3058117830930461,Aphia minuta
0.45333320999530696,Aphia minuta
0.45333320999530696,Aphia minuta
0.45333320999530696,Aphia minuta
0.45333320999530696,Aphia minuta
0.45333320999530696,Aphia minuta
0.45333320999530696,Aphia minuta
0.45333320999530696,Aphia minuta
0.45333320999530696,Aphia minuta
0.45333320999530696,Aphia minuta
0.6055492244238893,Aphia minuta
0.7627633213931148,Aphia minuta
0.7627633213931148,Aphia minuta
0.7627633213931148,Aphia minuta
0.7627633213931148,Aphia minuta
0.7627633213931148,Aphia minuta
0.7627633213931148,Aphia minuta
0.7627633213931148,Aphia minuta
0.9252811777674137,Aphia minuta
0.9252811777674137,Aphia minuta
0.9252811777674137,Aphia minuta
0.9252811777674137,Aphia minuta
0.9252811777674137,Aphia minuta
1.0934103265726454,Aphia minuta
1.0934103265726454,Aphia minuta
1.2674598159730868,Aphia minuta
1.4477398655685072,Aphia minuta
1.4477398655685072,Aphia minuta
1.4477398655685072,Aphia minuta
1.4477398655685072,Aphia minuta
1.634561531038651,Aphia minuta
1.634561531038651,Aphia minuta
2.0290762309024637,Aphia minuta
2.0290762309024637,Aphia minuta
-1.6667346468377726,Aphia minuta
0.2358193294437286,Aphia minuta
-0.22749964456065017,Aphia minuta
0.058584006829880284,Aphia minuta
1.2177555830026217,Aphia minuta
-1.3753924662521309,Aphia minuta
-1.2605738535822804,Aphia minuta
-1.0280406027762141,Aphia minuta
-0.7896540743783298,Aphia minuta
-0.6675260986303625,Aphia minuta
-0.5430469822622408,Aphia minuta
-0.5430469822622408,Aphia minuta
-0.41591882184941803,Aphia minuta
-0.41591882184941803,Aphia minuta
-0.41591882184941803,Aphia minuta
-0.41591882184941803,Aphia minuta
-0.28584133627618696,Aphia minuta
0.12513428889372544,Aphia minuta
0.2700724870693938,Aphia minuta
0.4195079755697474,Aphia minuta
-1.6797496442153779,Aphia minuta
-1.5691667793763615,Aphia minuta
-1.4585699834228434,Aphia minuta
-0.8953244950995519,Aphia minuta
-0.7786956352445558,Aphia minuta
-0.2898966531868215,Aphia minuta
-0.2898966531868215,Aphia minuta
-0.2898966531868215,Aphia minuta
-0.2898966531868215,Aphia minuta
-0.2898966531868215,Aphia minuta
-0.2898966531868215,Aphia minuta
-0.16076124038835182,Aphia minuta
-0.16076124038835182,Aphia minuta
-0.16076124038835182,Aphia minuta
-0.02829731446404713,Aphia minuta
-0.02829731446404713,Aphia minuta
-0.02829731446404713,Aphia minuta
-0.02829731446404713,Aphia minuta
0.10777715753193096,Aphia minuta
0.10777715753193096,Aphia minuta
0.10777715753193096,Aphia minuta
0.10777715753193096,Aphia minuta
0.10777715753193096,Aphia minuta
0.24774713669872925,Aphia minuta
0.24774713669872925,Aphia minuta
0.24774713669872925,Aphia minuta
0.24774713669872925,Aphia minuta
0.3919004364838347,Aphia minuta
0.3919004364838347,Aphia minuta
0.3919004364838347,Aphia minuta
0.3919004364838347,Aphia minuta
0.3919004364838347,Aphia minuta
0.3919004364838347,Aphia minuta
0.3919004364838347,Aphia minuta
0.3919004364838347,Aphia minuta
0.5405275683441996,Aphia minuta
0.5405275683441996,Aphia minuta
0.5405275683441996,Aphia minuta
0.5405275683441996,Aphia minuta
0.5405275683441996,Aphia minuta
0.5405275683441996,Aphia minuta
0.6939215244428496,Aphia minuta
0.8523775124684608,Aphia minuta
0.8523775124684608,Aphia minuta
1.0161926569963826,Aphia minuta
1.0161926569963826,Aphia minuta
1.0161926569963826,Aphia minuta
