haul_id,lat,lon,year,month,day,species,no_m2,period,national_haul_id,yday,X,Y,temp,chl,year_f,sum_no_m2,observed,expected
1993_02_08_1,57.193333333333335,11.653333333333334,1993,2,8,Aphia minuta,0.01580714837239565,old,NA,39,660.3239518119443,6342.028268658215,3.7928346792389425,1.2785865188287069,1993,1.842735807295621,0,6.242197253433209e-4
1993_02_09_2,56.31333333333333,12.378333333333334,1993,2,9,Aphia minuta,0.00372097474960818,old,NA,40,708.9448243218138,6246.081677333326,3.2750716893245517,1.2976267164164628,1993,1.842735807295621,2.308131344616413e-4,0.0012484394506866417
1993_02_09_3,56.21,12.076666666666666,1993,2,9,Aphia minuta,0.02898443489168476,old,NA,40,690.808229791487,6233.711716181374,3.467352728817358,1.3546727721501253,1993,1.842735807295621,5.947842057794332e-4,0.0018726591760299626
1993_02_09_4,56.25833333333333,11.658333333333331,1993,2,9,Aphia minuta,0,old,NA,40,664.664205128632,6238.009386157704,3.5379492094903897,1.3935762101654467,1993,1.842735807295621,6.930862343870103e-4,0.0024968789013732834
1993_02_09_5,56.45,11.58,1993,2,9,Aphia minuta,0,old,NA,40,659.0133791649423,6259.149726347869,3.562563671327958,1.3867063762741385,1993,1.842735807295621,9.201382212340832e-4,0.003121098626716604
1993_02_10_6,56.468,12.063333333333333,1993,2,10,Aphia minuta,0,old,NA,41,688.7032129850172,6262.375331552515,3.4968094433468244,1.361058397774399,1993,1.842735807295621,9.833239638246595e-4,0.003745318352059925
1993_02_10_7,56.41016666666667,11.265833333333331,1993,2,10,Aphia minuta,0,old,NA,41,639.8006379613015,6254.034749017727,3.550562099167703,1.4096247158775752,1993,1.842735807295621,0.0010012150276452302,0.004369538077403246
1993_02_10_8,56.605,11.551666666666666,1993,2,10,Aphia minuta,0.00414063355595496,old,NA,41,656.6264708699284,6276.330388328371,3.5992196098926064,1.373735396562512,1993,1.842735807295621,0.0010885796304792165,0.004993757802746567
1993_02_10_9,56.66833333333334,11.963333333333331,1993,2,10,Aphia minuta,0,old,NA,41,681.5825128710792,6284.3920184161725,3.541857510490124,1.3595394580258746,1993,1.842735807295621,0.0015433004787191748,0.0056179775280898875
1993_02_11_10,56.68,12.343333333333334,1993,2,11,Aphia minuta,0.04204981239594808,old,NA,42,704.7943318189091,6286.761096542517,3.2788093732232135,1.3130745589853277,1993,1.842735807295621,0.002,0.006242197253433208
1993_02_11_11,56.605,12.638333333333334,1993,2,11,Aphia minuta,0.01489788762531094,old,NA,42,723.2981933474495,6279.340228525512,3.036488939723033,1.2879115964860115,1993,1.842735807295621,0.0026592332376167175,0.00686641697877653
1993_02_11_12,56.553333333333335,12.416666666666666,1993,2,11,Aphia minuta,0.00878485767952608,old,NA,42,709.986620244761,6272.893507698854,3.2478134976799415,1.3044982111487462,1993,1.842735807295621,0.0028312365747988223,0.00749063670411985
1993_02_15_13,57.2095,11.3655,1993,2,15,Aphia minuta,0.0542199177800049,old,NA,46,642.8738853282151,6343.18680756372,3.8140515781918367,1.2345677499546797,1993,1.842735807295621,0.0033399726329371333,0.008114856429463172
1993_02_15_14,57.04833333333333,11.585,1993,2,15,Aphia minuta,0.1862166010029477,old,NA,46,656.8079194691496,6325.735267322368,3.751145111847797,1.2991608099179768,1993,1.842735807295621,0.004,0.008739076154806492
1993_02_15_15,56.888333333333335,11.775,1993,2,15,Aphia minuta,0.01398862687822624,old,NA,46,669.0533049569784,6308.385949905698,3.7022717069664832,1.3363581412856564,1993,1.842735807295621,0.004,0.009363295880149813
1993_02_15_16,56.89,12.036666666666669,1993,2,15,Aphia minuta,0.3530169878989174,old,NA,46,684.9800667696736,6309.248875061953,3.526654370428976,1.3243384311911537,1993,1.842735807295621,0.004268452936783433,0.009987515605493134
1993_02_16_17,56.91416666666667,12.260166666666668,1993,2,16,Aphia minuta,0.26085991402516295,old,NA,47,698.4606692932703,6312.564212104156,3.1427728094562606,1.2994044463703376,1993,1.842735807295621,0.005336879454553127,0.010611735330836454
1993_02_16_18,57.08166666666666,12.115,1993,2,16,Aphia minuta,0.35643021285720466,old,NA,47,688.7768793059389,6330.786140521546,3.2649259857801423,1.2978944036613111,1993,1.842735807295621,0.005513465330004692,0.011235955056179775
1993_02_16_19,57.28,11.971666666666666,1993,2,16,Aphia minuta,0.14956639858199497,old,NA,47,679.1311344704825,6352.464543191366,3.243910088411802,1.2497079659817167,1993,1.842735807295621,0.006,0.011860174781523096
1993_02_16_20,57.318333333333335,11.701666666666666,1993,2,16,Aphia minuta,0.05312880488350326,old,NA,47,662.6915149253488,6356.051598037587,3.720846059766322,1.231506356914557,1993,1.842735807295621,0.008,0.012484394506866416
1993_02_16_21,57.34,11.455,1993,2,16,Aphia minuta,0.02294134808029103,old,NA,47,647.7544727443999,6357.899791919334,3.9758765773822935,1.202517267601459,1993,1.842735807295621,0.008266382582485677,0.013108614232209739
1993_02_16_22,57.505,11.366666666666667,1993,2,16,Aphia minuta,0.03448196525482768,old,NA,47,641.799923461857,6376.073091664869,4.262457474002645,1.0822461422572804,1993,1.842735807295621,0.009488730426877737,0.01373283395755306
1993_02_16_23,57.55833333333333,11.598333333333333,1993,2,16,Aphia minuta,0.01396064962446978,old,NA,47,655.4492708804979,6382.515257639757,3.658126915374066,1.1263945821541783,1993,1.842735807295621,0.01,0.01435705368289638
1993_02_17_25,57.62166666666667,10.798333333333334,1993,2,17,Aphia minuta,0.01137275365199793,old,NA,48,607.4093502329564,6388.014142610423,4.693256185072689,0.90452837507,1993,1.842735807295621,0.010287448205053807,0.0149812734082397
1993_02_17_26,57.675,11.216666666666669,1993,2,17,Aphia minuta,0.09043647276773265,old,NA,48,632.196313475443,6394.6891784545505,4.509808953339502,0.9883221714250487,1993,1.842735807295621,0.011833492493256926,0.015605493133583021
1993_02_17_27,57.833333333333336,11.295,1993,2,17,Aphia minuta,0.04129442654452386,old,NA,48,636.2695882362901,6412.465615151101,4.366904081231525,0.97994230931948,1993,1.842735807295621,0.012489476205781102,0.016229712858926344
1993_02_17_28,57.83833333333333,11.016666666666667,1993,2,17,Aphia minuta,0,old,NA,48,619.7296370404513,6412.495584161286,5.0480029329223335,0.8287533708659708,1993,1.842735807295621,0.01358020357321948,0.016853932584269662
1993_02_17_29,57.91833333333334,10.768333333333333,1993,2,17,Aphia minuta,0,old,NA,48,604.7554101562839,6420.987871279128,5.237202750172893,0.7614796389272204,1993,1.842735807295621,0.01399440219346434,0.017478152309612985
1993_02_17_30,58.04833333333333,10.512833333333331,1993,2,17,Aphia minuta,0,old,NA,48,589.2972968723296,6435.09166020645,5.360681882731691,0.7306777585669143,1993,1.842735807295621,0.014,0.018102372034956304
1993_02_18_31,58.13666666666666,10.815,1993,2,18,Aphia minuta,0,old,NA,49,606.866246844595,6445.363609818243,5.1070356515263295,0.7739930591731162,1993,1.842735807295621,0.014447469934355467,0.018726591760299626
1993_02_18_32,58.21333333333333,12.096666666666666,1993,2,18,Aphia minuta,0,old,NA,49,681.9122039506454,6456.641802374185,NA,NA,1993,1.842735807295621,0.01552515542600304,0.019350811485642945
1993_02_22_33,57.70333333333333,10.041666666666666,1993,2,22,Aphia minuta,0.00321738418199203,old,NA,53,562.0790256583215,6396.159148264131,5.008848757187554,0.7419584990890878,1993,1.842735807295621,0.016,0.019975031210986267
1993_02_22_34,57.83,9.813333333333333,1993,2,22,Aphia minuta,0,old,NA,53,548.3024187035014,6410.073994898926,5.8429233029752465,0.7106189076550793,1993,1.842735807295621,0.01623905007727444,0.020599250936329586
1993_02_22_35,57.965,9.655,1993,2,22,Aphia minuta,0,old,NA,53,538.7539331754747,6425.001298717653,5.412901853117247,0.7026321506675081,1993,1.842735807295621,0.017335695032030342,0.02122347066167291
1993_02_22_36,58.09166666666667,9.453333333333331,1993,2,22,Aphia minuta,0,old,NA,53,526.7275390657499,6439.005526590069,5.191504269917659,0.695960242021819,1993,1.842735807295621,0.01856949379434809,0.02184769038701623
1993_02_23_37,58.225,9.226666666666668,1993,2,23,Aphia minuta,0,old,NA,54,513.3139262885743,6453.782939829288,4.973397529917955,0.6760828784857521,1993,1.842735807295621,0.019583153273910286,0.02247191011235955
1993_02_23_38,58.34166666666667,9.053333333333333,1993,2,23,Aphia minuta,0,old,NA,54,503.1224065610456,6466.75123087437,4.721049467708562,0.6316547553031067,1993,1.842735807295621,0.020128667110111565,0.023096129837702872
1993_02_23_39,57.25833333333333,8.73,1993,2,23,Aphia minuta,0,old,NA,54,483.7119163299558,6346.175258451473,4.992865047460735,0.7638984925562841,1993,1.842735807295621,0.02079069193918258,0.02372034956304619
1993_02_23_40,57.40833333333333,8.653333333333334,1993,2,23,Aphia minuta,0.00356709985394769,old,NA,54,479.1719773369333,6362.8942586144785,5.982499598883325,0.6825067123493562,1993,1.842735807295621,0.020903904115781188,0.024344569288389514
1993_02_23_41,57.56,8.505,1993,2,23,Aphia minuta,0,old,NA,54,470.383069525659,6379.833279031759,5.980507927259066,0.6376405105683204,1993,1.842735807295621,0.020955989719368517,0.024968789013732832
1993_02_23_42,57.711666666666666,8.368333333333334,1993,2,23,Aphia minuta,0,old,NA,54,462.3633630307345,6396.78523761097,5.270597231500836,0.6454172793525191,1993,1.842735807295621,0.021134131275583057,0.025593008739076155
1993_02_23_43,57.88,8.318333333333333,1993,2,23,Aphia minuta,0.01489788762531094,old,NA,54,459.5729306741793,6415.553995178469,4.944013049949891,0.6242318338505328,1993,1.842735807295621,0.021171570049598815,0.026217228464419477
1993_02_24_44,58.031666666666666,8.241666666666667,1993,2,24,Aphia minuta,0.01481395586404159,old,NA,55,455.2156690458853,6432.487144012398,5.0045641738465845,0.6057548147967753,1993,1.842735807295621,0.02149829524755478,0.026841448189762796
1993_02_24_45,58.166666666666664,10.231666666666667,1993,2,24,Aphia minuta,0,old,NA,55,572.461787251877,6447.927653091181,5.35073991827905,0.7134788850271296,1993,1.842735807295621,0.021694243832956997,0.02746566791510612
1993_02_24_46,58.275,10.515,1993,2,24,Aphia minuta,0,old,NA,55,588.8582429572358,6460.326765874945,5.301588151014911,0.7260795604402365,1993,1.842735807295621,0.022,0.028089887640449437
1993_02_24_47,58.375,10.801666666666666,1993,2,24,Aphia minuta,0,old,NA,55,605.3716394438643,6471.872170149988,4.96410092943172,0.7591831687881443,1993,1.842735807295621,0.02292756774183363,0.02871410736579276
1993_02_25_48,58.46666666666667,11.083333333333334,1993,2,25,Aphia minuta,0,old,NA,56,621.525851934509,6482.5509933187395,4.2142039602209165,0.7726871043308405,1993,1.842735807295621,0.024,0.02933832709113608
